year,npp,npp_qc,gpp,site_code,sp_elev,sp_code,elev_code,elev,Specie
2020,546.6,7,890.9000000000001,PIHAL_NACIMIENTO_M,halepensis_medium,halepensis,medium,1212,P. halepensis
2020,247.7,9,401.8,PIHAL_NACIMIENTO_L,halepensis_low,halepensis,low,974,P. halepensis
2020,504.2000000000001,11,753.1,PIHAL_RAGUA_H,halepensis_high,halepensis,high,1359,P. halepensis
2020,722.4000000000001,5,1210,PINIG_LANTEIRA_L2,nigra_low,nigra,low,1585,P. nigra
2020,766.5,16,1386.4,PINIG_LANTEIRA_H,nigra_high,nigra,high,1810,P. nigra
2020,737.3000000000001,5,1278.3000000000002,PINIG_LANTEIRA_M,nigra_medium,nigra,medium,1646,P. nigra
2020,594.7,9,899.6,PIPIN_LANTEIRA_L2,pinaster_low-Dec,pinaster,low-Dec,1433,P. pinaster
2020,653.9000000000001,7,1127.8,PIPIN_JEREZ_L,pinaster_low,pinaster,low,1353,P. pinaster
2020,702.8000000000001,13,1397.5,PIPIN_JEREZ_M,pinaster_medium,pinaster,medium,1605,P. pinaster
2020,764.7,11,1443.2,PIPIN_JEREZ_H,pinaster_high,pinaster,high,1770,P. pinaster
2020,908.3,14,1460.3000000000002,PISYL_PORTUGOS_L,sylvestris_low,sylvestris,low,1633,P. sylvestris
2020,888,18,1428.4,PISYL_PORTUGOS_M,sylvestris_medium,sylvestris,medium,1748,P. sylvestris
2020,613.6,14,1137.4,PISYL_PORTUGOS_H,sylvestris_high,sylvestris,high,2000,P. sylvestris
2021,608.5,6,965.9,PIHAL_NACIMIENTO_M,halepensis_medium,halepensis,medium,1212,P. halepensis
2021,267.40000000000003,16,431.3,PIHAL_NACIMIENTO_L,halepensis_low,halepensis,low,974,P. halepensis
2021,449.1,7,664.3000000000001,PIHAL_RAGUA_H,halepensis_high,halepensis,high,1359,P. halepensis
2021,771.2,5,1257.1,PINIG_LANTEIRA_L2,nigra_low,nigra,low,1585,P. nigra
2021,804.6,9,1420,PINIG_LANTEIRA_H,nigra_high,nigra,high,1810,P. nigra
2021,771.5,7,1278.7,PINIG_LANTEIRA_M,nigra_medium,nigra,medium,1646,P. nigra
2021,615,7,907.6,PIPIN_LANTEIRA_L2,pinaster_low-Dec,pinaster,low-Dec,1433,P. pinaster
2021,692.9000000000001,7,1133.5,PIPIN_JEREZ_L,pinaster_low,pinaster,low,1353,P. pinaster
2021,840.2,7,1525.7,PIPIN_JEREZ_M,pinaster_medium,pinaster,medium,1605,P. pinaster
2021,804.5,14,1437.4,PIPIN_JEREZ_H,pinaster_high,pinaster,high,1770,P. pinaster
2021,971.7,7,1511.3000000000002,PISYL_PORTUGOS_L,sylvestris_low,sylvestris,low,1633,P. sylvestris
2021,887.8000000000001,0,1409.6,PISYL_PORTUGOS_M,sylvestris_medium,sylvestris,medium,1748,P. sylvestris
2021,652.7,5,1193.8,PISYL_PORTUGOS_H,sylvestris_high,sylvestris,high,2000,P. sylvestris
2022,593.8000000000001,14,990.9,PIHAL_NACIMIENTO_M,halepensis_medium,halepensis,medium,1212,P. halepensis
2022,301.2,26,507.2000000000001,PIHAL_NACIMIENTO_L,halepensis_low,halepensis,low,974,P. halepensis
2022,444.4,11,676.4000000000001,PIHAL_RAGUA_H,halepensis_high,halepensis,high,1359,P. halepensis
2022,607.7,11,1057,PINIG_LANTEIRA_L2,nigra_low,nigra,low,1585,P. nigra
2022,661.3000000000001,9,1243.5,PINIG_LANTEIRA_H,nigra_high,nigra,high,1810,P. nigra
2022,649,9,1156.7,PINIG_LANTEIRA_M,nigra_medium,nigra,medium,1646,P. nigra
2022,506.1,14,768.1,PIPIN_LANTEIRA_L2,pinaster_low-Dec,pinaster,low-Dec,1433,P. pinaster
2022,564.4,14,978.8,PIPIN_JEREZ_L,pinaster_low,pinaster,low,1353,P. pinaster
2022,680.1,7,1325.5,PIPIN_JEREZ_M,pinaster_medium,pinaster,medium,1605,P. pinaster
2022,654.2,11,1249.2,PIPIN_JEREZ_H,pinaster_high,pinaster,high,1770,P. pinaster
2022,837.2,15,1323.6,PISYL_PORTUGOS_L,sylvestris_low,sylvestris,low,1633,P. sylvestris
2022,771.8000000000001,18,1251,PISYL_PORTUGOS_M,sylvestris_medium,sylvestris,medium,1748,P. sylvestris
2022,582.3000000000001,20,1076.6,PISYL_PORTUGOS_H,sylvestris_high,sylvestris,high,2000,P. sylvestris
