site_code,Specie,year,sp_elev,sp_code,elev_code,season,variable,mean,sd,se,cv,median,sum,min,max,n
PIHAL_NACIMIENTO_L,P. halepensis,2003,halepensis_low,halepensis,low,autumn,ndvi,0.48804000000000003,0.10725645901296572,0.04796654667578227,21.97698119272308,0.5008,2.4402,0.3602,0.625,5
PIHAL_NACIMIENTO_L,P. halepensis,2003,halepensis_low,halepensis,low,spring,evi,0.2120166666666667,0.017934371097606594,0.007321676341142407,8.458943996984479,0.20650000000000002,1.2721,0.1922,0.2436,6
PIHAL_NACIMIENTO_L,P. halepensis,2003,halepensis_low,halepensis,low,spring,ndvi,0.42608333333333337,0.05202397203853881,0.021238697647873284,12.209811548258669,0.41225,2.5565,0.3693,0.5095000000000001,6
PIHAL_NACIMIENTO_L,P. halepensis,2003,halepensis_low,halepensis,low,summer,evi,0.18663333333333335,0.01433634076975944,0.0058527866107616735,7.681554261346369,0.18880000000000002,1.1198000000000001,0.1652,0.2019,6
PIHAL_NACIMIENTO_L,P. halepensis,2003,halepensis_low,halepensis,low,summer,ndvi,0.3463833333333334,0.014920377564480954,0.006091218633774726,4.3074755996191945,0.34630000000000005,2.0783000000000005,0.3259,0.3653,6
PIHAL_NACIMIENTO_L,P. halepensis,2003,halepensis_low,halepensis,low,winter,evi,0.2001,0.019482607628343796,0.007953741258049572,9.736435596373711,0.2032,1.2006000000000001,0.1695,0.2228,6
PIHAL_NACIMIENTO_L,P. halepensis,2003,halepensis_low,halepensis,low,winter,ndvi,0.5798666666666668,0.03977082682905482,0.016236372063295968,6.858615801745484,0.5688500000000001,3.4792,0.5382,0.6439,6
PIHAL_NACIMIENTO_L,P. halepensis,2004,halepensis_low,halepensis,low,autumn,evi,0.2238,0.009911357122009072,0.004432493654817792,4.428667168011203,0.21960000000000002,1.119,0.2132,0.2376,5
PIHAL_NACIMIENTO_L,P. halepensis,2004,halepensis_low,halepensis,low,autumn,ndvi,0.48728000000000005,0.03806293472658147,0.017022261894354705,7.811306584834482,0.4626,2.4364,0.4581,0.533,5
PIHAL_NACIMIENTO_L,P. halepensis,2004,halepensis_low,halepensis,low,spring,evi,0.22438333333333335,0.007223411013272517,0.0029489451974863455,3.2192279640225134,0.22540000000000002,1.3463,0.2151,0.2358,6
PIHAL_NACIMIENTO_L,P. halepensis,2004,halepensis_low,halepensis,low,spring,ndvi,0.4845166666666667,0.015464205982418464,0.006313235655703382,3.191676787675373,0.48785,2.9071000000000002,0.4632,0.5015000000000001,6
PIHAL_NACIMIENTO_L,P. halepensis,2004,halepensis_low,halepensis,low,summer,evi,0.21661666666666668,0.014964546991695629,0.006109250726925885,6.908308221141322,0.22115,1.2997,0.1889,0.2305,6
PIHAL_NACIMIENTO_L,P. halepensis,2004,halepensis_low,halepensis,low,summer,ndvi,0.39430000000000004,0.04624621065557695,0.018879936440570975,11.728686445746119,0.4041,2.3657999999999997,0.3304,0.4446,6
PIHAL_NACIMIENTO_L,P. halepensis,2004,halepensis_low,halepensis,low,winter,evi,0.2233,0.014317681376535798,0.005845168945377029,6.411859102792565,0.228,1.3398,0.203,0.24050000000000002,6
PIHAL_NACIMIENTO_L,P. halepensis,2004,halepensis_low,halepensis,low,winter,ndvi,0.5778666666666666,0.044873674539385185,0.01831960091753578,7.765402839072194,0.5884,3.4672,0.4913,0.6212,6
PIHAL_NACIMIENTO_L,P. halepensis,2005,halepensis_low,halepensis,low,autumn,evi,0.18898,0.024178337411823837,0.010812881207152885,12.794124993027747,0.19920000000000002,0.9449,0.1527,0.2086,5
PIHAL_NACIMIENTO_L,P. halepensis,2005,halepensis_low,halepensis,low,autumn,ndvi,0.47058000000000005,0.04365990151157008,0.019525301534163302,9.27789143430874,0.46290000000000003,2.3529,0.43660000000000004,0.5442,5
PIHAL_NACIMIENTO_L,P. halepensis,2005,halepensis_low,halepensis,low,spring,evi,0.2398,0.02533361403353261,0.010342404620461019,10.564476244175399,0.2435,1.4388,0.194,0.2669,6
PIHAL_NACIMIENTO_L,P. halepensis,2005,halepensis_low,halepensis,low,spring,ndvi,0.46325000000000005,0.04676660133043667,0.019092385043955794,10.095326784767764,0.4711,2.7795000000000005,0.394,0.5226000000000001,6
PIHAL_NACIMIENTO_L,P. halepensis,2005,halepensis_low,halepensis,low,summer,evi,0.20188333333333333,0.033777472769090745,0.013789595514170984,16.731184398129653,0.21384999999999998,1.2113,0.1511,0.2356,6
PIHAL_NACIMIENTO_L,P. halepensis,2005,halepensis_low,halepensis,low,summer,ndvi,0.37005000000000005,0.020331330502453598,0.008300230920482475,5.4942117288078895,0.36975,2.2203,0.3405,0.3955,6
PIHAL_NACIMIENTO_L,P. halepensis,2005,halepensis_low,halepensis,low,winter,evi,0.22143333333333334,0.022287814308869926,0.009098962089772173,10.065248069638685,0.22635,1.3286,0.183,0.2456,6
PIHAL_NACIMIENTO_L,P. halepensis,2005,halepensis_low,halepensis,low,winter,ndvi,0.5812333333333334,0.030801991277621413,0.012574860281971762,5.299419271254472,0.5778,3.4874,0.548,0.622,6
PIHAL_NACIMIENTO_L,P. halepensis,2006,halepensis_low,halepensis,low,autumn,evi,0.21178,0.007471077566188156,0.00334116746063408,3.5277540684616846,0.20720000000000002,1.0589,0.2059,0.2233,5
PIHAL_NACIMIENTO_L,P. halepensis,2006,halepensis_low,halepensis,low,autumn,ndvi,0.5282600000000001,0.054272672681562315,0.024271477087313826,10.273856184750372,0.5168,2.6413,0.4577,0.5955,5
PIHAL_NACIMIENTO_L,P. halepensis,2006,halepensis_low,halepensis,low,spring,evi,0.22211666666666668,0.016938408032240417,0.006915076122341517,7.625905919820101,0.22565000000000002,1.3327,0.192,0.2409,6
PIHAL_NACIMIENTO_L,P. halepensis,2006,halepensis_low,halepensis,low,spring,ndvi,0.44425000000000003,0.04869795683599054,0.019880857627376132,10.961836091387852,0.42235,2.6655,0.4098,0.5355,6
PIHAL_NACIMIENTO_L,P. halepensis,2006,halepensis_low,halepensis,low,summer,evi,0.19865000000000002,0.02430002057612298,0.009920441858438904,12.232580204441469,0.2013,1.1919000000000002,0.163,0.22490000000000002,6
PIHAL_NACIMIENTO_L,P. halepensis,2006,halepensis_low,halepensis,low,summer,ndvi,0.36725,0.027002870217812044,0.011023875604039328,7.352721638614579,0.37785,2.2035,0.3171,0.38730000000000003,6
PIHAL_NACIMIENTO_L,P. halepensis,2006,halepensis_low,halepensis,low,winter,evi,0.21330000000000002,0.017352579059033275,0.007084160735989364,8.135292573386439,0.21105000000000002,1.2798,0.1898,0.23520000000000002,6
PIHAL_NACIMIENTO_L,P. halepensis,2006,halepensis_low,halepensis,low,winter,ndvi,0.5571333333333334,0.03392507430598594,0.013849853589278285,6.089219990305002,0.5622,3.3428000000000004,0.5066,0.6062000000000001,6
PIHAL_NACIMIENTO_L,P. halepensis,2007,halepensis_low,halepensis,low,autumn,evi,0.19224000000000002,0.010712049290401912,0.004790574078333412,5.57222705493233,0.1928,0.9612,0.17980000000000002,0.20400000000000001,5
PIHAL_NACIMIENTO_L,P. halepensis,2007,halepensis_low,halepensis,low,autumn,ndvi,0.5012,0.07447278026232133,0.03330523982799102,14.858894705171855,0.5284,2.5060000000000002,0.41000000000000003,0.5762,5
PIHAL_NACIMIENTO_L,P. halepensis,2007,halepensis_low,halepensis,low,spring,evi,0.22590000000000002,0.022694757103789414,0.00926509579011464,10.046373219915631,0.22995,1.3554000000000002,0.1875,0.2466,6
PIHAL_NACIMIENTO_L,P. halepensis,2007,halepensis_low,halepensis,low,spring,ndvi,0.46658333333333335,0.05867389254742409,0.02395351632734628,12.575222549903359,0.45535000000000003,2.7995,0.4108,0.5672,6
PIHAL_NACIMIENTO_L,P. halepensis,2007,halepensis_low,halepensis,low,summer,evi,0.1797,0.012910460874810008,0.005270673581241775,7.184452351035063,0.17425000000000002,1.0782,0.1688,0.1985,6
PIHAL_NACIMIENTO_L,P. halepensis,2007,halepensis_low,halepensis,low,summer,ndvi,0.34096666666666664,0.025623712975809468,0.01046083701771092,7.515019936203775,0.33895,2.0458,0.3105,0.3866,6
PIHAL_NACIMIENTO_L,P. halepensis,2007,halepensis_low,halepensis,low,winter,evi,0.1935,0.023312657506170332,0.009517352573063582,12.0478850161087,0.1936,1.161,0.16160000000000002,0.2204,6
PIHAL_NACIMIENTO_L,P. halepensis,2007,halepensis_low,halepensis,low,winter,ndvi,0.5649833333333334,0.0471292442827876,0.01924043340930183,8.341705233096127,0.56585,3.3899,0.5101,0.622,6
PIHAL_NACIMIENTO_L,P. halepensis,2008,halepensis_low,halepensis,low,autumn,evi,0.17048000000000002,0.014116373471965099,0.006313034135817736,8.280369235080418,0.16970000000000002,0.8524,0.1545,0.1913,5
PIHAL_NACIMIENTO_L,P. halepensis,2008,halepensis_low,halepensis,low,autumn,ndvi,0.45296000000000003,0.10261507199237349,0.04589085529819638,22.6543341558578,0.49370000000000003,2.2648,0.339,0.5748,5
PIHAL_NACIMIENTO_L,P. halepensis,2008,halepensis_low,halepensis,low,spring,evi,0.19755,0.013754817337936558,0.005615380663855304,6.96270176559684,0.19765,1.1853,0.1812,0.22060000000000002,6
PIHAL_NACIMIENTO_L,P. halepensis,2008,halepensis_low,halepensis,low,spring,ndvi,0.45295,0.03188170321673547,0.013015650835308498,7.0386804761531,0.4531,2.7177,0.4082,0.49420000000000003,6
PIHAL_NACIMIENTO_L,P. halepensis,2008,halepensis_low,halepensis,low,summer,evi,0.16160000000000002,0.01330684034622795,0.00543249482282312,8.234430907319275,0.16215000000000002,0.9696,0.14450000000000002,0.17900000000000002,6
PIHAL_NACIMIENTO_L,P. halepensis,2008,halepensis_low,halepensis,low,summer,ndvi,0.3170666666666667,0.03530363531800468,0.014412648765735067,11.134451845459841,0.3146,1.9024,0.2715,0.37870000000000004,6
PIHAL_NACIMIENTO_L,P. halepensis,2008,halepensis_low,halepensis,low,winter,evi,0.17631666666666668,0.013100597950729827,0.005348296717439839,7.4301529165685745,0.1739,1.0579,0.164,0.1928,6
PIHAL_NACIMIENTO_L,P. halepensis,2008,halepensis_low,halepensis,low,winter,ndvi,0.5124333333333334,0.03274981933792412,0.013370057757707885,6.391040006099807,0.5211000000000001,3.0746000000000002,0.4501,0.5366000000000001,6
PIHAL_NACIMIENTO_L,P. halepensis,2009,halepensis_low,halepensis,low,autumn,evi,0.18316000000000002,0.010364506741760558,0.004635148325566293,5.658717373750031,0.1849,0.9158000000000002,0.168,0.19690000000000002,5
PIHAL_NACIMIENTO_L,P. halepensis,2009,halepensis_low,halepensis,low,autumn,ndvi,0.46164,0.04887850243205083,0.021859130815290888,10.58801283078824,0.46180000000000004,2.3082000000000003,0.398,0.5334,5
PIHAL_NACIMIENTO_L,P. halepensis,2009,halepensis_low,halepensis,low,spring,evi,0.21035,0.01956340972325632,0.007986728575163509,9.300408710842081,0.2126,1.2621,0.18610000000000002,0.2343,6
PIHAL_NACIMIENTO_L,P. halepensis,2009,halepensis_low,halepensis,low,spring,ndvi,0.43848333333333334,0.05873906423043073,0.023980122555520393,13.395962802941366,0.44335,2.6309,0.35500000000000004,0.5017,6
PIHAL_NACIMIENTO_L,P. halepensis,2009,halepensis_low,halepensis,low,summer,evi,0.1703,0.007758865896508329,0.0031675437381878933,4.555998764831667,0.17155,1.0218,0.1562,0.1794,6
PIHAL_NACIMIENTO_L,P. halepensis,2009,halepensis_low,halepensis,low,summer,ndvi,0.3306,0.03629958677450751,0.014819244245237343,10.979911305053692,0.33665,1.9836,0.28200000000000003,0.3718,6
PIHAL_NACIMIENTO_L,P. halepensis,2009,halepensis_low,halepensis,low,winter,evi,0.18423333333333333,0.013241248682305858,0.005405717138158246,7.1872165816749725,0.18415,1.1054,0.1658,0.2019,6
PIHAL_NACIMIENTO_L,P. halepensis,2009,halepensis_low,halepensis,low,winter,ndvi,0.5610833333333334,0.053824842467643776,0.021973899921902306,9.593021084386235,0.577,3.3665,0.4813,0.6148,6
PIHAL_NACIMIENTO_L,P. halepensis,2010,halepensis_low,halepensis,low,autumn,evi,0.22964,0.02293758923688364,0.010258001754727868,9.988499058040254,0.23220000000000002,1.1482,0.20450000000000002,0.2564,5
PIHAL_NACIMIENTO_L,P. halepensis,2010,halepensis_low,halepensis,low,autumn,ndvi,0.53112,0.018245465190013688,0.008159620089195345,3.435281139857977,0.5302,2.6556,0.5101,0.5498000000000001,5
PIHAL_NACIMIENTO_L,P. halepensis,2010,halepensis_low,halepensis,low,spring,evi,0.20423333333333335,0.020526535671336908,0.008379923096968797,10.050531583811118,0.20320000000000002,1.2254,0.17320000000000002,0.2298,6
PIHAL_NACIMIENTO_L,P. halepensis,2010,halepensis_low,halepensis,low,spring,ndvi,0.4715666666666667,0.03429843533846213,0.014002277592512512,7.2732951166598125,0.49055000000000004,2.8294,0.4267,0.49920000000000003,6
PIHAL_NACIMIENTO_L,P. halepensis,2010,halepensis_low,halepensis,low,summer,evi,0.22523333333333334,0.01658573684424864,0.006771098712748014,7.363802061972165,0.22995000000000002,1.3514,0.1933,0.23870000000000002,6
PIHAL_NACIMIENTO_L,P. halepensis,2010,halepensis_low,halepensis,low,summer,ndvi,0.4182666666666667,0.0349288801232829,0.01425965559814745,8.350863912165181,0.41275,2.5096000000000003,0.36870000000000003,0.46780000000000005,6
PIHAL_NACIMIENTO_L,P. halepensis,2010,halepensis_low,halepensis,low,winter,evi,0.21435,0.013953171682452704,0.005696358485910101,6.509527260299838,0.21185,1.2860999999999998,0.196,0.2376,6
PIHAL_NACIMIENTO_L,P. halepensis,2010,halepensis_low,halepensis,low,winter,ndvi,0.56215,0.07626091397301767,0.031133387758696188,13.565936844795456,0.5509,3.3729,0.4839,0.6782,6
PIHAL_NACIMIENTO_L,P. halepensis,2011,halepensis_low,halepensis,low,autumn,evi,0.23666,0.028491718094913136,0.012741883691197315,12.03909325399862,0.23140000000000002,1.1833,0.2082,0.28400000000000003,5
PIHAL_NACIMIENTO_L,P. halepensis,2011,halepensis_low,halepensis,low,autumn,ndvi,0.53498,0.07046252195316319,0.03151179779066882,13.171057227029642,0.5329,2.6749,0.4622,0.6223000000000001,5
PIHAL_NACIMIENTO_L,P. halepensis,2011,halepensis_low,halepensis,low,spring,evi,0.23735,0.014892514898431363,0.006079843747992215,6.274495428030908,0.24025000000000002,1.4241000000000001,0.21560000000000001,0.2523,6
PIHAL_NACIMIENTO_L,P. halepensis,2011,halepensis_low,halepensis,low,spring,ndvi,0.5252666666666667,0.04136267238303958,0.01688624028939275,7.874604464343111,0.52005,3.1516,0.4772,0.5738,6
PIHAL_NACIMIENTO_L,P. halepensis,2011,halepensis_low,halepensis,low,summer,evi,0.23670000000000002,0.010081864906851309,0.004115904112909661,4.259343010921549,0.2358,1.4202,0.2247,0.255,6
PIHAL_NACIMIENTO_L,P. halepensis,2011,halepensis_low,halepensis,low,summer,ndvi,0.4441666666666667,0.024237051525849145,0.009894734851312476,5.456747060228699,0.4409,2.665,0.4166,0.4889,6
PIHAL_NACIMIENTO_L,P. halepensis,2011,halepensis_low,halepensis,low,winter,evi,0.24530000000000002,0.028024917484267466,0.011441124653343019,11.424752337654898,0.2399,1.4718,0.2147,0.28400000000000003,6
PIHAL_NACIMIENTO_L,P. halepensis,2011,halepensis_low,halepensis,low,winter,ndvi,0.6466833333333334,0.04006656544635025,0.016357106848230975,6.19570095301929,0.656,3.8801,0.5777,0.6833,6
PIHAL_NACIMIENTO_L,P. halepensis,2012,halepensis_low,halepensis,low,autumn,evi,0.21314,0.025638506196734637,0.011465888539489648,12.028951016578135,0.2134,1.0657,0.1792,0.2383,5
PIHAL_NACIMIENTO_L,P. halepensis,2012,halepensis_low,halepensis,low,autumn,ndvi,0.5087200000000001,0.1017311751627789,0.04549556461898237,19.99747899881642,0.5045000000000001,2.5436,0.3997,0.6662,5
PIHAL_NACIMIENTO_L,P. halepensis,2012,halepensis_low,halepensis,low,spring,evi,0.24345,0.026365033662030475,0.010763479920546144,10.829752993234946,0.24920000000000003,1.4607,0.2091,0.268,6
PIHAL_NACIMIENTO_L,P. halepensis,2012,halepensis_low,halepensis,low,spring,ndvi,0.4915333333333334,0.0384065966556094,0.01567942742718766,7.813630134736756,0.48775,2.9492000000000003,0.44010000000000005,0.552,6
PIHAL_NACIMIENTO_L,P. halepensis,2012,halepensis_low,halepensis,low,summer,evi,0.20688333333333334,0.024304025729633076,0.009922076955512445,11.747696316587323,0.21345000000000003,1.2413,0.17320000000000002,0.2313,6
PIHAL_NACIMIENTO_L,P. halepensis,2012,halepensis_low,halepensis,low,summer,ndvi,0.373,0.04256270668084915,0.017376152239971507,11.410913319262505,0.37455,2.238,0.3171,0.4228,6
PIHAL_NACIMIENTO_L,P. halepensis,2012,halepensis_low,halepensis,low,winter,evi,0.22863333333333336,0.021540628279292758,0.008793924670538812,9.421473223192633,0.22045,1.3718000000000001,0.2093,0.2589,6
PIHAL_NACIMIENTO_L,P. halepensis,2012,halepensis_low,halepensis,low,winter,ndvi,0.6068333333333333,0.06673202129912342,0.027243233614565234,10.996762641986832,0.629,3.641,0.5196000000000001,0.6745,6
PIHAL_NACIMIENTO_L,P. halepensis,2013,halepensis_low,halepensis,low,autumn,evi,0.19714,0.028583614187152752,0.012782980873020188,14.499144865147992,0.20600000000000002,0.9857000000000001,0.1481,0.2215,5
PIHAL_NACIMIENTO_L,P. halepensis,2013,halepensis_low,halepensis,low,autumn,ndvi,0.47826,0.04071391653967965,0.018207817002595342,8.512925299979017,0.47690000000000005,2.3913,0.4313,0.5268,5
PIHAL_NACIMIENTO_L,P. halepensis,2013,halepensis_low,halepensis,low,spring,evi,0.22691666666666668,0.032809962917788656,0.013394611271369958,14.45903617383268,0.22445,1.3615,0.17830000000000001,0.2712,6
PIHAL_NACIMIENTO_L,P. halepensis,2013,halepensis_low,halepensis,low,spring,ndvi,0.48825,0.09100696127220159,0.03715343635968729,18.63941859133673,0.4801,2.9295,0.3739,0.6115,6
PIHAL_NACIMIENTO_L,P. halepensis,2013,halepensis_low,halepensis,low,summer,evi,0.19448333333333334,0.009522902218686624,0.003887708551033343,4.896513266956872,0.19180000000000003,1.1669,0.1849,0.2068,6
PIHAL_NACIMIENTO_L,P. halepensis,2013,halepensis_low,halepensis,low,summer,ndvi,0.3742666666666667,0.021825917315583036,0.008910393431892401,5.831648730561908,0.36895,2.2456,0.3463,0.41190000000000004,6
PIHAL_NACIMIENTO_L,P. halepensis,2013,halepensis_low,halepensis,low,winter,evi,0.21328333333333335,0.01686836289231016,0.006886480313709688,7.908898753915837,0.20790000000000003,1.2797,0.19310000000000002,0.2364,6
PIHAL_NACIMIENTO_L,P. halepensis,2013,halepensis_low,halepensis,low,winter,ndvi,0.58855,0.034424685909968764,0.014053819172500181,5.849067353660482,0.58675,3.5313,0.5413,0.6273000000000001,6
PIHAL_NACIMIENTO_L,P. halepensis,2014,halepensis_low,halepensis,low,autumn,evi,0.16688,0.019440087448362984,0.008693871404616013,11.649141567810991,0.1738,0.8344,0.1421,0.1882,5
PIHAL_NACIMIENTO_L,P. halepensis,2014,halepensis_low,halepensis,low,autumn,ndvi,0.46342000000000005,0.07679249312270049,0.03434264695680868,16.57081980119556,0.4675,2.3171000000000004,0.3468,0.5449,5
PIHAL_NACIMIENTO_L,P. halepensis,2014,halepensis_low,halepensis,low,spring,evi,0.19908333333333333,0.015059271784075973,0.0061479219614797055,7.564305626157878,0.1973,1.1945000000000001,0.1832,0.2189,6
PIHAL_NACIMIENTO_L,P. halepensis,2014,halepensis_low,halepensis,low,spring,ndvi,0.4189,0.056130954027167584,0.022915366023696856,13.399607072611024,0.40375000000000005,2.5134000000000003,0.3569,0.5129,6
PIHAL_NACIMIENTO_L,P. halepensis,2014,halepensis_low,halepensis,low,summer,evi,0.17698333333333333,0.02236295299522553,0.009129637330024549,12.635626515806871,0.17785,1.0619,0.1521,0.2034,6
PIHAL_NACIMIENTO_L,P. halepensis,2014,halepensis_low,halepensis,low,summer,ndvi,0.34003333333333335,0.024318196205036814,0.009927862027871081,7.151709500549989,0.34295,2.0402000000000005,0.3059,0.3619,6
PIHAL_NACIMIENTO_L,P. halepensis,2014,halepensis_low,halepensis,low,winter,evi,0.20613333333333334,0.020343025012683504,0.008305005184291647,9.868867244186694,0.21235,1.2368,0.1718,0.22490000000000002,6
PIHAL_NACIMIENTO_L,P. halepensis,2014,halepensis_low,halepensis,low,winter,ndvi,0.5819166666666667,0.05194113655539958,0.021204880203491944,8.925871955675138,0.5984,3.4915000000000003,0.49510000000000004,0.6313000000000001,6
PIHAL_NACIMIENTO_L,P. halepensis,2015,halepensis_low,halepensis,low,autumn,evi,0.14824,0.023025268728073506,0.010297213215234495,15.532426287151582,0.14930000000000002,0.7412,0.1184,0.1762,5
PIHAL_NACIMIENTO_L,P. halepensis,2015,halepensis_low,halepensis,low,autumn,ndvi,0.4515,0.11178374210948569,0.049991209227223145,24.758303900218316,0.38420000000000004,2.2575000000000003,0.3501,0.5880000000000001,5
PIHAL_NACIMIENTO_L,P. halepensis,2015,halepensis_low,halepensis,low,spring,evi,0.19236666666666669,0.023058071616392093,0.009413418318785395,11.986521373969202,0.19185000000000002,1.1542000000000001,0.1592,0.2217,6
PIHAL_NACIMIENTO_L,P. halepensis,2015,halepensis_low,halepensis,low,spring,ndvi,0.42938333333333334,0.051601566513688975,0.021066251314470846,12.017598846490465,0.43370000000000003,2.5763,0.3541,0.4857,6
PIHAL_NACIMIENTO_L,P. halepensis,2015,halepensis_low,halepensis,low,summer,evi,0.16018333333333334,0.011827834403079315,0.004828693174946797,7.383935742219945,0.1612,0.9611000000000001,0.1395,0.1743,6
PIHAL_NACIMIENTO_L,P. halepensis,2015,halepensis_low,halepensis,low,summer,ndvi,0.31468333333333337,0.02873613868749013,0.011731479493700323,9.131763790315171,0.31805,1.8881000000000001,0.274,0.34550000000000003,6
PIHAL_NACIMIENTO_L,P. halepensis,2015,halepensis_low,halepensis,low,winter,evi,0.16546666666666668,0.011106334528847343,0.0045341420847217016,6.712128039190578,0.16655000000000003,0.9928,0.1512,0.1779,6
