var,sp_elev,sp_code,elev_code,year,annual_value,annual_sd,annual_se
tmax,nigra_low,nigra,low,2010,16.607123329051554,8.778961750244216,0.4595118595582276
tmax,nigra_low,nigra,low,2011,17.221643827876,8.332740077278284,0.43615554971736803
tmax,nigra_low,nigra,low,2012,17.553005462013633,9.465885649944624,0.4947897691718418
tmax,nigra_low,nigra,low,2013,16.448767105193987,8.511083867217398,0.44549049032732163
tmax,nigra_low,nigra,low,2014,17.271506839255764,8.119658644060747,0.42500235775678125
tmax,nigra_low,nigra,low,2015,17.780000008152772,8.25082479323131,0.4318679077877721
tmax,nigra_low,nigra,low,2016,17.221038269622078,8.344281646575894,0.43616258874184427
tmax,nigra_low,nigra,low,2017,18.266575330414184,8.548146134932727,0.4474304180820863
tmax,nigra_low,nigra,low,2018,16.58082192303383,8.468861130708037,0.4432804512906993
tmax,nigra_low,nigra,low,2019,17.902465702572915,8.243763431482892,0.4314982992212536
tmax,nigra_low,nigra,low,2020,18.18579229928268,8.431279971986662,0.44071006405901997
tmax,nigra_low,nigra,low,2021,17.827945202670683,8.520781792579962,0.44599810294074765
tmax,nigra_low,nigra,low,2022,18.276744192700054,9.759463111513723,0.6655898598323253
tmax,nigra_medium,nigra,medium,1971,14.460821896913933,8.564264106956989,0.44827407129620006
tmax,nigra_medium,nigra,medium,1972,14.537704926045215,7.854237099037274,0.4105475499037222
tmax,nigra_medium,nigra,medium,1973,16.059999987483025,8.328835107446276,0.4359511542546614
tmax,nigra_medium,nigra,medium,1974,16.14027400898607,7.678455303035159,0.40190871941482914
tmax,nigra_medium,nigra,medium,1975,15.27561643150163,8.161291775523159,0.4271815354547582
tmax,nigra_medium,nigra,medium,1976,14.239071069030814,7.603155683124368,0.3974233140511993
tmax,nigra_medium,nigra,medium,1977,15.220821907993866,7.054622375256298,0.36925581160493426
tmax,nigra_medium,nigra,medium,1978,14.902191746724794,8.3407048203923,0.4365724434256842
tmax,nigra_medium,nigra,medium,1979,15.435068496816779,8.419886032411155,0.44071697748471983
tmax,nigra_medium,nigra,medium,1980,15.481420778674506,8.474266246148847,0.44295699260398813
tmax,nigra_medium,nigra,medium,1981,17.40630138585829,7.8838329920231125,0.4126586789730879
tmax,nigra_medium,nigra,medium,1982,16.247123333525984,8.291835246181604,0.4340144930028166
tmax,nigra_medium,nigra,medium,1983,18.060273973460067,8.033972152023981,0.4205173217792933
tmax,nigra_medium,nigra,medium,1984,15.367213108500497,8.315943825695312,0.4346813471157722
tmax,nigra_medium,nigra,medium,1985,17.167945169586027,8.81147087118809,0.4612134647186678
tmax,nigra_medium,nigra,medium,1986,16.969041086712927,8.544894398166235,0.44726021440073144
tmax,nigra_medium,nigra,medium,1987,17.743013690922357,8.128706223631433,0.4254759297156648
tmax,nigra_medium,nigra,medium,1988,17.280327879014564,8.20800116715578,0.4290390939682411
tmax,nigra_medium,nigra,medium,1989,16.736712338173227,8.222180542257641,0.43036859916734255
tmax,nigra_medium,nigra,medium,1990,16.59452052422582,8.099720016067497,0.42395872226925185
tmax,nigra_medium,nigra,medium,1991,16.30191781226903,9.127622143932124,0.4777615786498249
tmax,nigra_medium,nigra,medium,1992,15.859289631654656,7.7894665741683955,0.40716194033329617
tmax,nigra_medium,nigra,medium,1993,15.66547946460443,8.029387146047927,0.42027733159798475
tmax,nigra_medium,nigra,medium,1994,18.13945203447995,8.92694887839247,0.4672578598690495
tmax,nigra_medium,nigra,medium,1995,17.670684934642217,7.449429540596772,0.38992096311985763
tmax,nigra_medium,nigra,medium,1996,15.510382528126728,8.165252243467581,0.42680457193129334
tmax,nigra_medium,nigra,medium,1997,16.735342464545003,6.920735286089061,0.36224784106532415
tmax,nigra_medium,nigra,medium,1998,17.546301340240323,8.276928624673761,0.4332342447725963
tmax,nigra_medium,nigra,medium,1999,17.89041094208417,9.277989527720287,0.4856321672350277
tmax,nigra_medium,nigra,medium,2000,17.65382515016149,8.602871398474852,0.44967929160345527
tmax,nigra_medium,nigra,medium,2001,17.76054793253337,9.163930073677822,0.4796620225506872
tmax,nigra_medium,nigra,medium,2002,17.549041117707343,8.385618965336283,0.43892335721832065
tmax,nigra_medium,nigra,medium,2003,16.987945213709793,9.669972633532966,0.5061495007183845
tmax,nigra_medium,nigra,medium,2004,16.382513722109664,8.37728962649544,0.43788794349143567
tmax,nigra_medium,nigra,medium,2005,16.703835600757436,8.739932115879144,0.4574689551265648
tmax,nigra_medium,nigra,medium,2006,16.516712316421614,8.697680005035204,0.45525737856699966
tmax,nigra_medium,nigra,medium,2007,16.228493183279692,8.135444090208582,0.4258286057710348
tmax,nigra_medium,nigra,medium,2008,15.715573753978385,8.269031390706813,0.432229194856846
tmax,nigra_medium,nigra,medium,2009,17.34356166412161,9.171617303608622,0.4800643905551104
tmax,nigra_medium,nigra,medium,2010,16.26164383708614,8.844303883242404,0.46293202311465986
tmax,nigra_medium,nigra,medium,2011,16.84027397240678,8.383886620125974,0.4388326821257946
tmax,nigra_medium,nigra,medium,2012,17.17595627509017,9.548074239828326,0.4990858355855908
tmax,nigra_medium,nigra,medium,2013,16.045479481350885,8.580092179481984,0.4491025504770076
tmax,nigra_medium,nigra,medium,2014,16.857534228285697,8.176479247661701,0.42797648407885674
