modelo,name_modelo,max_likeli,n_params,aic_cor,aic,R2,slope,RMSE,deltaAIC
mprecrat3,Log-normal,-234.15504172520832,3,474.4064689925853,474.31008345041664,0.2775021187210124,1.009912872293113,0.11490481997799577,0
mprecrat1,Gaussian,-234.1729844871304,3,474.4423545164295,474.3459689742608,0.26970958242091625,1.0050904599183694,0.11552281387921713,0.035885523844171985
mprecrat5,Gompertz,-234.1466063616294,4,476.4545030458395,476.2932127232588,0.2811655946775272,0.9934385449742538,0.11461313329711732,2.0480340532541845
