prec,modelo,type_value,value,name_modelo,type
904,mprecrat3,predicted,0.3217411310588875,Prec (Log-normal),univariate
905,mprecrat3,peffect,0.9942490668656822,Prec (Log-normal),univariate
905,mprecrat3,predicted,0.32178246692509316,Prec (Log-normal),univariate
906,mprecrat3,peffect,0.9943752577269734,Prec (Log-normal),univariate
906,mprecrat3,predicted,0.32182330780491186,Prec (Log-normal),univariate
907,mprecrat3,peffect,0.994499923544171,Prec (Log-normal),univariate
907,mprecrat3,predicted,0.32186365511378645,Prec (Log-normal),univariate
908,mprecrat3,peffect,0.9946230686804427,Prec (Log-normal),univariate
908,mprecrat3,predicted,0.3219035102638287,Prec (Log-normal),univariate
909,mprecrat3,peffect,0.9947446974886788,Prec (Log-normal),univariate
909,mprecrat3,predicted,0.3219428746638243,Prec (Log-normal),univariate
910,mprecrat3,peffect,0.9948648143115069,Prec (Log-normal),univariate
910,mprecrat3,predicted,0.32198174971923743,Prec (Log-normal),univariate
911,mprecrat3,peffect,0.9949834234813074,Prec (Log-normal),univariate
911,mprecrat3,predicted,0.32202013683221575,Prec (Log-normal),univariate
912,mprecrat3,peffect,0.9951005293202281,Prec (Log-normal),univariate
912,mprecrat3,predicted,0.3220580374015952,Prec (Log-normal),univariate
913,mprecrat3,peffect,0.9952161361401995,Prec (Log-normal),univariate
913,mprecrat3,predicted,0.32209545282290514,Prec (Log-normal),univariate
914,mprecrat3,peffect,0.9953302482429505,Prec (Log-normal),univariate
914,mprecrat3,predicted,0.322132384488373,Prec (Log-normal),univariate
915,mprecrat3,peffect,0.9954428699200226,Prec (Log-normal),univariate
915,mprecrat3,predicted,0.3221688337869293,Prec (Log-normal),univariate
916,mprecrat3,peffect,0.9955540054527864,Prec (Log-normal),univariate
916,mprecrat3,predicted,0.3222048021042127,Prec (Log-normal),univariate
917,mprecrat3,peffect,0.9956636591124561,Prec (Log-normal),univariate
917,mprecrat3,predicted,0.32224029082257494,Prec (Log-normal),univariate
918,mprecrat3,peffect,0.9957718351601056,Prec (Log-normal),univariate
918,mprecrat3,predicted,0.3222753013210857,Prec (Log-normal),univariate
919,mprecrat3,peffect,0.9958785378466838,Prec (Log-normal),univariate
919,mprecrat3,predicted,0.322309834975538,Prec (Log-normal),univariate
920,mprecrat3,peffect,0.9959837714130299,Prec (Log-normal),univariate
920,mprecrat3,predicted,0.3223438931584528,Prec (Log-normal),univariate
921,mprecrat3,peffect,0.9960875400898894,Prec (Log-normal),univariate
921,mprecrat3,predicted,0.32237747723908433,Prec (Log-normal),univariate
922,mprecrat3,peffect,0.9961898480979298,Prec (Log-normal),univariate
922,mprecrat3,predicted,0.32241058858342503,Prec (Log-normal),univariate
923,mprecrat3,peffect,0.9962906996477561,Prec (Log-normal),univariate
923,mprecrat3,predicted,0.3224432285542108,Prec (Log-normal),univariate
924,mprecrat3,peffect,0.9963900989399266,Prec (Log-normal),univariate
924,mprecrat3,predicted,0.3224753985109261,Prec (Log-normal),univariate
925,mprecrat3,peffect,0.9964880501649691,Prec (Log-normal),univariate
925,mprecrat3,predicted,0.32250709980980874,Prec (Log-normal),univariate
926,mprecrat3,peffect,0.9965845575033965,Prec (Log-normal),univariate
926,mprecrat3,predicted,0.32253833380385555,Prec (Log-normal),univariate
927,mprecrat3,peffect,0.9966796251257227,Prec (Log-normal),univariate
927,mprecrat3,predicted,0.3225691018428272,Prec (Log-normal),univariate
928,mprecrat3,peffect,0.9967732571924791,Prec (Log-normal),univariate
928,mprecrat3,predicted,0.3225994052732535,Prec (Log-normal),univariate
929,mprecrat3,peffect,0.99686545785423,Prec (Log-normal),univariate
929,mprecrat3,predicted,0.3226292454384385,Prec (Log-normal),univariate
930,mprecrat3,peffect,0.9969562312515889,Prec (Log-normal),univariate
930,mprecrat3,predicted,0.3226586236784658,Prec (Log-normal),univariate
931,mprecrat3,peffect,0.9970455815152354,Prec (Log-normal),univariate
931,mprecrat3,predicted,0.32268754133020394,Prec (Log-normal),univariate
932,mprecrat3,peffect,0.9971335127659299,Prec (Log-normal),univariate
932,mprecrat3,predicted,0.3227159997273111,Prec (Log-normal),univariate
933,mprecrat3,peffect,0.9972200291145314,Prec (Log-normal),univariate
933,mprecrat3,predicted,0.322744000200241,Prec (Log-normal),univariate
934,mprecrat3,peffect,0.9973051346620129,Prec (Log-normal),univariate
934,mprecrat3,predicted,0.32277154407624775,Prec (Log-normal),univariate
935,mprecrat3,peffect,0.9973888334994778,Prec (Log-normal),univariate
935,mprecrat3,predicted,0.3227986326793914,Prec (Log-normal),univariate
936,mprecrat3,peffect,0.9974711297081766,Prec (Log-normal),univariate
936,mprecrat3,predicted,0.3228252673305429,Prec (Log-normal),univariate
937,mprecrat3,peffect,0.9975520273595231,Prec (Log-normal),univariate
937,mprecrat3,predicted,0.3228514493473898,Prec (Log-normal),univariate
938,mprecrat3,peffect,0.9976315305151107,Prec (Log-normal),univariate
938,mprecrat3,predicted,0.3228771800444414,Prec (Log-normal),univariate
939,mprecrat3,peffect,0.9977096432267295,Prec (Log-normal),univariate
939,mprecrat3,predicted,0.32290246073303397,Prec (Log-normal),univariate
940,mprecrat3,peffect,0.9977863695363822,Prec (Log-normal),univariate
940,mprecrat3,predicted,0.3229272927213364,Prec (Log-normal),univariate
941,mprecrat3,peffect,0.9978617134763009,Prec (Log-normal),univariate
941,mprecrat3,predicted,0.32295167731435526,Prec (Log-normal),univariate
942,mprecrat3,peffect,0.9979356790689639,Prec (Log-normal),univariate
942,mprecrat3,predicted,0.32297561581394035,Prec (Log-normal),univariate
943,mprecrat3,peffect,0.9980082703271119,Prec (Log-normal),univariate
943,mprecrat3,predicted,0.32299910951879013,Prec (Log-normal),univariate
944,mprecrat3,peffect,0.9980794912537656,Prec (Log-normal),univariate
944,mprecrat3,predicted,0.32302215972445697,Prec (Log-normal),univariate
945,mprecrat3,peffect,0.9981493458422411,Prec (Log-normal),univariate
945,mprecrat3,predicted,0.3230447677233526,Prec (Log-normal),univariate
946,mprecrat3,peffect,0.9982178380761679,Prec (Log-normal),univariate
946,mprecrat3,predicted,0.3230669348047537,Prec (Log-normal),univariate
947,mprecrat3,peffect,0.9982849719295049,Prec (Log-normal),univariate
947,mprecrat3,predicted,0.3230886622548071,Prec (Log-normal),univariate
948,mprecrat3,peffect,0.9983507513665578,Prec (Log-normal),univariate
948,mprecrat3,predicted,0.3231099513565354,Prec (Log-normal),univariate
949,mprecrat3,peffect,0.9984151803419955,Prec (Log-normal),univariate
949,mprecrat3,predicted,0.3231308033898425,Prec (Log-normal),univariate
950,mprecrat3,peffect,0.9984782628008669,Prec (Log-normal),univariate
950,mprecrat3,predicted,0.32315121963151855,Prec (Log-normal),univariate
951,mprecrat3,peffect,0.9985400026786189,Prec (Log-normal),univariate
951,mprecrat3,predicted,0.3231712013552463,Prec (Log-normal),univariate
952,mprecrat3,peffect,0.9986004039011115,Prec (Log-normal),univariate
952,mprecrat3,predicted,0.32319074983160573,Prec (Log-normal),univariate
953,mprecrat3,peffect,0.9986594703846368,Prec (Log-normal),univariate
953,mprecrat3,predicted,0.32320986632808,Prec (Log-normal),univariate
954,mprecrat3,peffect,0.9987172060359343,Prec (Log-normal),univariate
954,mprecrat3,predicted,0.32322855210906104,Prec (Log-normal),univariate
955,mprecrat3,peffect,0.9987736147522093,Prec (Log-normal),univariate
955,mprecrat3,predicted,0.3232468084358548,Prec (Log-normal),univariate
956,mprecrat3,peffect,0.998828700421149,Prec (Log-normal),univariate
956,mprecrat3,predicted,0.32326463656668675,Prec (Log-normal),univariate
957,mprecrat3,peffect,0.9988824669209401,Prec (Log-normal),univariate
957,mprecrat3,predicted,0.3232820377567077,Prec (Log-normal),univariate
958,mprecrat3,peffect,0.9989349181202856,Prec (Log-normal),univariate
958,mprecrat3,predicted,0.32329901325799915,Prec (Log-normal),univariate
959,mprecrat3,peffect,0.9989860578784224,Prec (Log-normal),univariate
959,mprecrat3,predicted,0.3233155643195788,Prec (Log-normal),univariate
960,mprecrat3,peffect,0.9990358900451383,Prec (Log-normal),univariate
960,mprecrat3,predicted,0.3233316921874063,Prec (Log-normal),univariate
961,mprecrat3,peffect,0.9990844184607884,Prec (Log-normal),univariate
961,mprecrat3,predicted,0.3233473981043886,Prec (Log-normal),univariate
962,mprecrat3,peffect,0.999131646956314,Prec (Log-normal),univariate
962,mprecrat3,predicted,0.3233626833103856,Prec (Log-normal),univariate
963,mprecrat3,peffect,0.999177579353258,Prec (Log-normal),univariate
963,mprecrat3,predicted,0.3233775490422158,Prec (Log-normal),univariate
964,mprecrat3,peffect,0.9992222194637836,Prec (Log-normal),univariate
964,mprecrat3,predicted,0.3233919965336618,Prec (Log-normal),univariate
965,mprecrat3,peffect,0.9992655710906908,Prec (Log-normal),univariate
965,mprecrat3,predicted,0.32340602701547594,Prec (Log-normal),univariate
966,mprecrat3,peffect,0.9993076380274338,Prec (Log-normal),univariate
966,mprecrat3,predicted,0.32341964171538595,Prec (Log-normal),univariate
967,mprecrat3,peffect,0.9993484240581386,Prec (Log-normal),univariate
967,mprecrat3,predicted,0.3234328418581003,Prec (Log-normal),univariate
968,mprecrat3,peffect,0.9993879329576203,Prec (Log-normal),univariate
968,mprecrat3,predicted,0.3234456286653143,Prec (Log-normal),univariate
969,mprecrat3,peffect,0.9994261684914001,Prec (Log-normal),univariate
969,mprecrat3,predicted,0.32345800335571523,Prec (Log-normal),univariate
970,mprecrat3,peffect,0.999463134415723,Prec (Log-normal),univariate
970,mprecrat3,predicted,0.32346996714498816,Prec (Log-normal),univariate
971,mprecrat3,peffect,0.9994988344775751,Prec (Log-normal),univariate
971,mprecrat3,predicted,0.32348152124582163,Prec (Log-normal),univariate
972,mprecrat3,peffect,0.9995332724147015,Prec (Log-normal),univariate
972,mprecrat3,predicted,0.32349266686791334,Prec (Log-normal),univariate
973,mprecrat3,peffect,0.9995664519556224,Prec (Log-normal),univariate
973,mprecrat3,predicted,0.3235034052179755,Prec (Log-normal),univariate
974,mprecrat3,peffect,0.9995983768196524,Prec (Log-normal),univariate
974,mprecrat3,predicted,0.3235137374997409,Prec (Log-normal),univariate
975,mprecrat3,peffect,0.9996290507169161,Prec (Log-normal),univariate
975,mprecrat3,predicted,0.323523664913968,Prec (Log-normal),univariate
976,mprecrat3,peffect,0.9996584773483673,Prec (Log-normal),univariate
976,mprecrat3,predicted,0.3235331886584474,Prec (Log-normal),univariate
977,mprecrat3,peffect,0.9996866604058051,Prec (Log-normal),univariate
977,mprecrat3,predicted,0.32354230992800653,Prec (Log-normal),univariate
978,mprecrat3,peffect,0.9997136035718922,Prec (Log-normal),univariate
978,mprecrat3,predicted,0.3235510299145162,Prec (Log-normal),univariate
979,mprecrat3,peffect,0.9997393105201722,Prec (Log-normal),univariate
979,mprecrat3,predicted,0.32355934980689555,Prec (Log-normal),univariate
980,mprecrat3,peffect,0.999763784915087,Prec (Log-normal),univariate
980,mprecrat3,predicted,0.32356727079111836,Prec (Log-normal),univariate
981,mprecrat3,peffect,0.9997870304119946,Prec (Log-normal),univariate
981,mprecrat3,predicted,0.3235747940502182,Prec (Log-normal),univariate
982,mprecrat3,peffect,0.9998090506571864,Prec (Log-normal),univariate
982,mprecrat3,predicted,0.3235819207642945,Prec (Log-normal),univariate
983,mprecrat3,peffect,0.999829849287905,Prec (Log-normal),univariate
983,mprecrat3,predicted,0.3235886521105178,Prec (Log-normal),univariate
984,mprecrat3,peffect,0.9998494299323617,Prec (Log-normal),univariate
984,mprecrat3,predicted,0.323594989263136,Prec (Log-normal),univariate
985,mprecrat3,peffect,0.999867796209754,Prec (Log-normal),univariate
985,mprecrat3,predicted,0.32360093339347973,Prec (Log-normal),univariate
986,mprecrat3,peffect,0.999884951730283,Prec (Log-normal),univariate
986,mprecrat3,predicted,0.32360648566996775,Prec (Log-normal),univariate
987,mprecrat3,peffect,0.9999009000951717,Prec (Log-normal),univariate
987,mprecrat3,predicted,0.32361164725811337,Prec (Log-normal),univariate
988,mprecrat3,peffect,0.999915644896682,Prec (Log-normal),univariate
988,mprecrat3,predicted,0.32361641932052954,Prec (Log-normal),univariate
989,mprecrat3,peffect,0.9999291897181323,Prec (Log-normal),univariate
989,mprecrat3,predicted,0.32362080301693474,Prec (Log-normal),univariate
990,mprecrat3,peffect,0.9999415381339154,Prec (Log-normal),univariate
990,mprecrat3,predicted,0.32362479950415884,Prec (Log-normal),univariate
991,mprecrat3,peffect,0.9999526937095161,Prec (Log-normal),univariate
991,mprecrat3,predicted,0.3236284099361486,Prec (Log-normal),univariate
992,mprecrat3,peffect,0.9999626600015288,Prec (Log-normal),univariate
992,mprecrat3,predicted,0.3236316354639734,Prec (Log-normal),univariate
993,mprecrat3,peffect,0.9999714405576751,Prec (Log-normal),univariate
993,mprecrat3,predicted,0.323634477235831,Prec (Log-normal),univariate
994,mprecrat3,peffect,0.9999790389168213,Prec (Log-normal),univariate
994,mprecrat3,predicted,0.32363693639705343,Prec (Log-normal),univariate
995,mprecrat3,peffect,0.9999854586089966,Prec (Log-normal),univariate
995,mprecrat3,predicted,0.32363901409011236,Prec (Log-normal),univariate
996,mprecrat3,peffect,0.99999070315541,Prec (Log-normal),univariate
996,mprecrat3,predicted,0.32364071145462503,Prec (Log-normal),univariate
997,mprecrat3,peffect,0.9999947760684688,Prec (Log-normal),univariate
997,mprecrat3,predicted,0.3236420296273599,Prec (Log-normal),univariate
998,mprecrat3,peffect,0.9999976808517953,Prec (Log-normal),univariate
998,mprecrat3,predicted,0.3236429697422424,Prec (Log-normal),univariate
999,mprecrat3,peffect,0.9999994210002454,Prec (Log-normal),univariate
999,mprecrat3,predicted,0.3236435329303607,Prec (Log-normal),univariate
1000,mprecrat3,peffect,0.9999999999999256,Prec (Log-normal),univariate
1000,mprecrat3,predicted,0.32364372031997124,Prec (Log-normal),univariate
1001,mprecrat3,peffect,0.9999994213282113,Prec (Log-normal),univariate
1001,mprecrat3,predicted,0.3236435330365048,Prec (Log-normal),univariate
1002,mprecrat3,peffect,0.9999976884537637,Prec (Log-normal),univariate
1002,mprecrat3,predicted,0.3236429722025717,Prec (Log-normal),univariate
1003,mprecrat3,peffect,0.9999948048365481,Prec (Log-normal),univariate
1003,mprecrat3,predicted,0.3236420389379681,Prec (Log-normal),univariate
1004,mprecrat3,peffect,0.9999907739278515,Prec (Log-normal),univariate
1004,mprecrat3,predicted,0.32364073435968127,Prec (Log-normal),univariate
1005,mprecrat3,peffect,0.9999855991702998,Prec (Log-normal),univariate
1005,mprecrat3,predicted,0.3236390595818955,Prec (Log-normal),univariate
1006,mprecrat3,peffect,0.9999792839978763,Prec (Log-normal),univariate
1006,mprecrat3,predicted,0.32363701571599784,Prec (Log-normal),univariate
1007,mprecrat3,peffect,0.9999718318359385,Prec (Log-normal),univariate
1007,mprecrat3,predicted,0.3236346038705839,Prec (Log-normal),univariate
1008,mprecrat3,peffect,0.9999632461012363,Prec (Log-normal),univariate
1008,mprecrat3,predicted,0.3236318251514632,Prec (Log-normal),univariate
1009,mprecrat3,peffect,0.9999535302019299,Prec (Log-normal),univariate
1009,mprecrat3,predicted,0.3236286806616654,Prec (Log-normal),univariate
1010,mprecrat3,peffect,0.9999426875376066,Prec (Log-normal),univariate
1010,mprecrat3,predicted,0.32362517150144565,Prec (Log-normal),univariate
1011,mprecrat3,peffect,0.9999307214992994,Prec (Log-normal),univariate
1011,mprecrat3,predicted,0.3236212987682904,Prec (Log-normal),univariate
1012,mprecrat3,peffect,0.9999176354695042,Prec (Log-normal),univariate
1012,mprecrat3,predicted,0.32361706355692327,Prec (Log-normal),univariate
1013,mprecrat3,peffect,0.9999034328221975,Prec (Log-normal),univariate
1013,mprecrat3,predicted,0.3236124669593105,Prec (Log-normal),univariate
1014,mprecrat3,peffect,0.9998881169228542,Prec (Log-normal),univariate
1014,mprecrat3,predicted,0.323607510064667,Prec (Log-normal),univariate
1015,mprecrat3,peffect,0.999871691128465,Prec (Log-normal),univariate
1015,mprecrat3,predicted,0.32360219395946166,Prec (Log-normal),univariate
1016,mprecrat3,peffect,0.9998541587875546,Prec (Log-normal),univariate
1016,mprecrat3,predicted,0.32359651972742354,Prec (Log-normal),univariate
1017,mprecrat3,peffect,0.9998355232401985,Prec (Log-normal),univariate
1017,mprecrat3,predicted,0.323590488449547,Prec (Log-normal),univariate
1018,mprecrat3,peffect,0.9998157878180417,Prec (Log-normal),univariate
1018,mprecrat3,predicted,0.3235841012040981,Prec (Log-normal),univariate
1019,mprecrat3,peffect,0.9997949558443154,Prec (Log-normal),univariate
1019,mprecrat3,predicted,0.3235773590666197,Prec (Log-normal),univariate
1020,mprecrat3,peffect,0.9997730306338551,Prec (Log-normal),univariate
1020,mprecrat3,predicted,0.32357026310993753,Prec (Log-normal),univariate
1021,mprecrat3,peffect,0.9997500154931184,Prec (Log-normal),univariate
1021,mprecrat3,predicted,0.3235628144041658,Prec (Log-normal),univariate
1022,mprecrat3,peffect,0.9997259137202019,Prec (Log-normal),univariate
1022,mprecrat3,predicted,0.3235550140167128,Prec (Log-normal),univariate
1023,mprecrat3,peffect,0.9997007286048598,Prec (Log-normal),univariate
1023,mprecrat3,predicted,0.3235468630122868,Prec (Log-normal),univariate
1024,mprecrat3,peffect,0.9996744634285207,Prec (Log-normal),univariate
1024,mprecrat3,predicted,0.3235383624529016,Prec (Log-normal),univariate
1025,mprecrat3,peffect,0.9996471214643058,Prec (Log-normal),univariate
1025,mprecrat3,predicted,0.32352951339788216,Prec (Log-normal),univariate
1026,mprecrat3,peffect,0.9996187059770459,Prec (Log-normal),univariate
1026,mprecrat3,predicted,0.3235203169038707,Prec (Log-normal),univariate
1027,mprecrat3,peffect,0.9995892202232997,Prec (Log-normal),univariate
1027,mprecrat3,predicted,0.3235107740248318,Prec (Log-normal),univariate
1028,mprecrat3,peffect,0.9995586674513707,Prec (Log-normal),univariate
1028,mprecrat3,predicted,0.32350088581205866,Prec (Log-normal),univariate
1029,mprecrat3,peffect,0.9995270509013253,Prec (Log-normal),univariate
1029,mprecrat3,predicted,0.32349065331417826,Prec (Log-normal),univariate
1030,mprecrat3,peffect,0.9994943738050099,Prec (Log-normal),univariate
1030,mprecrat3,predicted,0.3234800775771575,Prec (Log-normal),univariate
1031,mprecrat3,peffect,0.9994606393860691,Prec (Log-normal),univariate
1031,mprecrat3,predicted,0.32346915964430867,Prec (Log-normal),univariate
1032,mprecrat3,peffect,0.9994258508599624,Prec (Log-normal),univariate
1032,mprecrat3,predicted,0.32345790055629503,Prec (Log-normal),univariate
1033,mprecrat3,peffect,0.9993900114339825,Prec (Log-normal),univariate
1033,mprecrat3,predicted,0.3234463013511368,Prec (Log-normal),univariate
1034,mprecrat3,peffect,0.9993531243072726,Prec (Log-normal),univariate
1034,mprecrat3,predicted,0.32343436306421647,Prec (Log-normal),univariate
1035,mprecrat3,peffect,0.9993151926708436,Prec (Log-normal),univariate
1035,mprecrat3,predicted,0.32342208672828476,Prec (Log-normal),univariate
1036,mprecrat3,peffect,0.9992762197075918,Prec (Log-normal),univariate
1036,mprecrat3,predicted,0.32340947337346604,Prec (Log-normal),univariate
1037,mprecrat3,peffect,0.999236208592317,Prec (Log-normal),univariate
1037,mprecrat3,predicted,0.3233965240272644,Prec (Log-normal),univariate
1038,mprecrat3,peffect,0.9991951624917388,Prec (Log-normal),univariate
1038,mprecrat3,predicted,0.3233832397145686,Prec (Log-normal),univariate
1039,mprecrat3,peffect,0.9991530845645151,Prec (Log-normal),univariate
1039,mprecrat3,predicted,0.3233696214576586,Prec (Log-normal),univariate
1040,mprecrat3,peffect,0.9991099779612591,Prec (Log-normal),univariate
1040,mprecrat3,predicted,0.3233556702762104,Prec (Log-normal),univariate
1041,mprecrat3,peffect,0.9990658458245569,Prec (Log-normal),univariate
1041,mprecrat3,predicted,0.3233413871873025,Prec (Log-normal),univariate
1042,mprecrat3,peffect,0.9990206912889849,Prec (Log-normal),univariate
1042,mprecrat3,predicted,0.32332677320542064,Prec (Log-normal),univariate
1043,mprecrat3,peffect,0.9989745174811269,Prec (Log-normal),univariate
1043,mprecrat3,predicted,0.3233118293424641,Prec (Log-normal),univariate
1044,mprecrat3,peffect,0.9989273275195922,Prec (Log-normal),univariate
1044,mprecrat3,predicted,0.3232965566077513,Prec (Log-normal),univariate
1045,mprecrat3,peffect,0.9988791245150326,Prec (Log-normal),univariate
1045,mprecrat3,predicted,0.323280956008025,Prec (Log-normal),univariate
1046,mprecrat3,peffect,0.9988299115701597,Prec (Log-normal),univariate
1046,mprecrat3,predicted,0.3232650285474584,Prec (Log-normal),univariate
1047,mprecrat3,peffect,0.9987796917797624,Prec (Log-normal),univariate
1047,mprecrat3,predicted,0.3232487752276606,Prec (Log-normal),univariate
1048,mprecrat3,peffect,0.9987284682307245,Prec (Log-normal),univariate
1048,mprecrat3,predicted,0.3232321970476819,Prec (Log-normal),univariate
1049,mprecrat3,peffect,0.9986762440020415,Prec (Log-normal),univariate
1049,mprecrat3,predicted,0.32321529500402013,Prec (Log-normal),univariate
1050,mprecrat3,peffect,0.9986230221648383,Prec (Log-normal),univariate
1050,mprecrat3,predicted,0.32319807009062546,Prec (Log-normal),univariate
1051,mprecrat3,peffect,0.9985688057823869,Prec (Log-normal),univariate
1051,mprecrat3,predicted,0.32318052329890656,Prec (Log-normal),univariate
1052,mprecrat3,peffect,0.9985135979101227,Prec (Log-normal),univariate
1052,mprecrat3,predicted,0.32316265561773605,Prec (Log-normal),univariate
1053,mprecrat3,peffect,0.9984574015956628,Prec (Log-normal),univariate
1053,mprecrat3,predicted,0.3231444680334559,Prec (Log-normal),univariate
1054,mprecrat3,peffect,0.9984002198788227,Prec (Log-normal),univariate
1054,mprecrat3,predicted,0.32312596152988354,Prec (Log-normal),univariate
1055,mprecrat3,peffect,0.9983420557916335,Prec (Log-normal),univariate
1055,mprecrat3,predicted,0.3231071370883166,Prec (Log-normal),univariate
1056,mprecrat3,peffect,0.9982829123583599,Prec (Log-normal),univariate
1056,mprecrat3,predicted,0.32308799568753943,Prec (Log-normal),univariate
1057,mprecrat3,peffect,0.9982227925955164,Prec (Log-normal),univariate
1057,mprecrat3,predicted,0.32306853830382803,Prec (Log-normal),univariate
1058,mprecrat3,peffect,0.9981616995118852,Prec (Log-normal),univariate
1058,mprecrat3,predicted,0.32304876591095577,Prec (Log-normal),univariate
1059,mprecrat3,peffect,0.9980996361085333,Prec (Log-normal),univariate
1059,mprecrat3,predicted,0.32302867948019925,Prec (Log-normal),univariate
1060,mprecrat3,peffect,0.9980366053788293,Prec (Log-normal),univariate
1060,mprecrat3,predicted,0.32300827998034337,Prec (Log-normal),univariate
1061,mprecrat3,peffect,0.9979726103084612,Prec (Log-normal),univariate
1061,mprecrat3,predicted,0.32298756837768733,Prec (Log-normal),univariate
1062,mprecrat3,peffect,0.9979076538754531,Prec (Log-normal),univariate
1062,mprecrat3,predicted,0.3229665456360499,Prec (Log-normal),univariate
1063,mprecrat3,peffect,0.9978417390501823,Prec (Log-normal),univariate
1063,mprecrat3,predicted,0.32294521271677495,Prec (Log-normal),univariate
1064,mprecrat3,peffect,0.9977748687953967,Prec (Log-normal),univariate
1064,mprecrat3,predicted,0.3229235705787374,Prec (Log-normal),univariate
1065,mprecrat3,peffect,0.9977070460662316,Prec (Log-normal),univariate
1065,mprecrat3,predicted,0.32290162017834817,Prec (Log-normal),univariate
1066,mprecrat3,peffect,0.9976382738102273,Prec (Log-normal),univariate
1066,mprecrat3,predicted,0.3228793624695601,Prec (Log-normal),univariate
1067,mprecrat3,peffect,0.9975685549673452,Prec (Log-normal),univariate
1067,mprecrat3,predicted,0.3228567984038734,Prec (Log-normal),univariate
1068,mprecrat3,peffect,0.997497892469986,Prec (Log-normal),univariate
1068,mprecrat3,predicted,0.3228339289303409,Prec (Log-normal),univariate
1069,mprecrat3,peffect,0.9974262892430058,Prec (Log-normal),univariate
1069,mprecrat3,predicted,0.32281075499557416,Prec (Log-normal),univariate
1070,mprecrat3,peffect,0.9973537482037337,Prec (Log-normal),univariate
1070,mprecrat3,predicted,0.32278727754374825,Prec (Log-normal),univariate
1071,mprecrat3,peffect,0.9972802722619883,Prec (Log-normal),univariate
1071,mprecrat3,predicted,0.32276349751660777,Prec (Log-normal),univariate
1072,mprecrat3,peffect,0.9972058643200954,Prec (Log-normal),univariate
1072,mprecrat3,predicted,0.32273941585347216,Prec (Log-normal),univariate
1073,mprecrat3,peffect,0.997130527272904,Prec (Log-normal),univariate
1073,mprecrat3,predicted,0.3227150334912412,Prec (Log-normal),univariate
1074,mprecrat3,peffect,0.9970542640078037,Prec (Log-normal),univariate
1074,mprecrat3,predicted,0.32269035136440044,Prec (Log-normal),univariate
1075,mprecrat3,peffect,0.9969770774047422,Prec (Log-normal),univariate
1075,mprecrat3,predicted,0.3226653704050267,Prec (Log-normal),univariate
1076,mprecrat3,peffect,0.9968989703362411,Prec (Log-normal),univariate
1076,mprecrat3,predicted,0.3226400915427937,Prec (Log-normal),univariate
1077,mprecrat3,peffect,0.9968199456674133,Prec (Log-normal),univariate
1077,mprecrat3,predicted,0.32261451570497723,Prec (Log-normal),univariate
1078,mprecrat3,peffect,0.9967400062559801,Prec (Log-normal),univariate
1078,mprecrat3,predicted,0.32258864381646085,Prec (Log-normal),univariate
1079,mprecrat3,peffect,0.9966591549522877,Prec (Log-normal),univariate
1079,mprecrat3,predicted,0.3225624767997411,Prec (Log-normal),univariate
1080,mprecrat3,peffect,0.9965773945993242,Prec (Log-normal),univariate
1080,mprecrat3,predicted,0.3225360155749333,Prec (Log-normal),univariate
1081,mprecrat3,peffect,0.996494728032736,Prec (Log-normal),univariate
1081,mprecrat3,predicted,0.3225092610597766,Prec (Log-normal),univariate
1082,mprecrat3,peffect,0.996411158080845,Prec (Log-normal),univariate
1082,mprecrat3,predicted,0.3224822141696397,Prec (Log-normal),univariate
1083,mprecrat3,peffect,0.9963266875646655,Prec (Log-normal),univariate
1083,mprecrat3,predicted,0.32245487581752597,Prec (Log-normal),univariate
1084,mprecrat3,peffect,0.9962413192979201,Prec (Log-normal),univariate
1084,mprecrat3,predicted,0.32242724691407926,Prec (Log-normal),univariate
1085,mprecrat3,peffect,0.9961550560870576,Prec (Log-normal),univariate
1085,mprecrat3,predicted,0.32239932836758894,Prec (Log-normal),univariate
1086,mprecrat3,peffect,0.9960679007312684,Prec (Log-normal),univariate
1086,mprecrat3,predicted,0.3223711210839955,Prec (Log-normal),univariate
1087,mprecrat3,peffect,0.9959798560225025,Prec (Log-normal),univariate
1087,mprecrat3,predicted,0.322342625966896,Prec (Log-normal),univariate
1088,mprecrat3,peffect,0.9958909247454848,Prec (Log-normal),univariate
1088,mprecrat3,predicted,0.3223138439175492,Prec (Log-normal),univariate
1089,mprecrat3,peffect,0.995801109677733,Prec (Log-normal),univariate
1089,mprecrat3,predicted,0.32228477583488124,Prec (Log-normal),univariate
1090,mprecrat3,peffect,0.9957104135895732,Prec (Log-normal),univariate
1090,mprecrat3,predicted,0.3222554226154907,Prec (Log-normal),univariate
1091,mprecrat3,peffect,0.9956188392441571,Prec (Log-normal),univariate
1091,mprecrat3,predicted,0.32222578515365435,Prec (Log-normal),univariate
1092,mprecrat3,peffect,0.9955263893974781,Prec (Log-normal),univariate
1092,mprecrat3,predicted,0.3221958643413322,Prec (Log-normal),univariate
1093,mprecrat3,peffect,0.9954330667983883,Prec (Log-normal),univariate
1093,mprecrat3,predicted,0.3221656610681728,Prec (Log-normal),univariate
1094,mprecrat3,peffect,0.9953388741886148,Prec (Log-normal),univariate
1094,mprecrat3,predicted,0.32213517622151905,Prec (Log-normal),univariate
1095,mprecrat3,peffect,0.9952438143027761,Prec (Log-normal),univariate
1095,mprecrat3,predicted,0.32210441068641305,Prec (Log-normal),univariate
