prec,modelo,type_value,value,name_modelo,type
427,mprecrat3,peffect,0.6575959347472381,Prec (Log-normal),univariate
427,mprecrat3,predicted,0.212826794788901,Prec (Log-normal),univariate
428,mprecrat3,peffect,0.6591109799577172,Prec (Log-normal),univariate
428,mprecrat3,predicted,0.21331712965727345,Prec (Log-normal),univariate
429,mprecrat3,peffect,0.6606217976960864,Prec (Log-normal),univariate
429,mprecrat3,predicted,0.21380609633084474,Prec (Log-normal),univariate
430,mprecrat3,peffect,0.6621283886717445,Prec (Log-normal),univariate
430,mprecrat3,predicted,0.21429369503920725,Prec (Log-normal),univariate
431,mprecrat3,peffect,0.66363075369149,Prec (Log-normal),univariate
431,mprecrat3,predicted,0.21477992604347632,Prec (Log-normal),univariate
432,mprecrat3,peffect,0.665128893658354,Prec (Log-normal),univariate
432,mprecrat3,predicted,0.21526478963591225,Prec (Log-normal),univariate
433,mprecrat3,peffect,0.6666228095704437,Prec (Log-normal),univariate
433,mprecrat3,predicted,0.2157482861395462,Prec (Log-normal),univariate
434,mprecrat3,peffect,0.6681125025197973,Prec (Log-normal),univariate
434,mprecrat3,predicted,0.21623041590780945,Prec (Log-normal),univariate
435,mprecrat3,peffect,0.6695979736912507,Prec (Log-normal),univariate
435,mprecrat3,predicted,0.21671117932416675,Prec (Log-normal),univariate
436,mprecrat3,peffect,0.6710792243613161,Prec (Log-normal),univariate
436,mprecrat3,predicted,0.21719057680175316,Prec (Log-normal),univariate
437,mprecrat3,peffect,0.6725562558970694,Prec (Log-normal),univariate
437,mprecrat3,predicted,0.21766860878301433,Prec (Log-normal),univariate
438,mprecrat3,peffect,0.6740290697550508,Prec (Log-normal),univariate
438,mprecrat3,predicted,0.2181452757393503,Prec (Log-normal),univariate
439,mprecrat3,peffect,0.6754976674801754,Prec (Log-normal),univariate
439,mprecrat3,predicted,0.21862057817076308,Prec (Log-normal),univariate
440,mprecrat3,peffect,0.6769620507046538,Prec (Log-normal),univariate
440,mprecrat3,predicted,0.21909451660550747,Prec (Log-normal),univariate
441,mprecrat3,peffect,0.6784222211469255,Prec (Log-normal),univariate
441,mprecrat3,predicted,0.21956709159974558,Prec (Log-normal),univariate
442,mprecrat3,peffect,0.6798781806106002,Prec (Log-normal),univariate
442,mprecrat3,predicted,0.22003830373720437,Prec (Log-normal),univariate
443,mprecrat3,peffect,0.6813299309834114,Prec (Log-normal),univariate
443,mprecrat3,predicted,0.22050815362883694,Prec (Log-normal),univariate
444,mprecrat3,peffect,0.68277747423618,Prec (Log-normal),univariate
444,mprecrat3,predicted,0.22097664191248703,Prec (Log-normal),univariate
445,mprecrat3,peffect,0.6842208124217874,Prec (Log-normal),univariate
445,mprecrat3,predicted,0.22144376925255696,Prec (Log-normal),univariate
446,mprecrat3,peffect,0.6856599476741606,Prec (Log-normal),univariate
446,mprecrat3,predicted,0.22190953633967866,Prec (Log-normal),univariate
447,mprecrat3,peffect,0.6870948822072646,Prec (Log-normal),univariate
447,mprecrat3,predicted,0.22237394389038806,Prec (Log-normal),univariate
448,mprecrat3,peffect,0.6885256183141074,Prec (Log-normal),univariate
448,mprecrat3,predicted,0.22283699264680285,Prec (Log-normal),univariate
449,mprecrat3,peffect,0.6899521583657537,Prec (Log-normal),univariate
449,mprecrat3,predicted,0.22329868337630313,Prec (Log-normal),univariate
450,mprecrat3,peffect,0.6913745048103483,Prec (Log-normal),univariate
450,mprecrat3,predicted,0.22375901687121566,Prec (Log-normal),univariate
451,mprecrat3,peffect,0.6927926601721494,Prec (Log-normal),univariate
451,mprecrat3,predicted,0.22421799394850067,Prec (Log-normal),univariate
452,mprecrat3,peffect,0.694206627050572,Prec (Log-normal),univariate
452,mprecrat3,predicted,0.22467561544944264,Prec (Log-normal),univariate
453,mprecrat3,peffect,0.6956164081192401,Prec (Log-normal),univariate
453,mprecrat3,predicted,0.22513188223934308,Prec (Log-normal),univariate
454,mprecrat3,peffect,0.6970220061250486,Prec (Log-normal),univariate
454,mprecrat3,predicted,0.2255867952072173,Prec (Log-normal),univariate
455,mprecrat3,peffect,0.6984234238872347,Prec (Log-normal),univariate
455,mprecrat3,predicted,0.2260403552654937,Prec (Log-normal),univariate
456,mprecrat3,peffect,0.6998206642964584,Prec (Log-normal),univariate
456,mprecrat3,predicted,0.22649256334971632,Prec (Log-normal),univariate
457,mprecrat3,peffect,0.7012137303138923,Prec (Log-normal),univariate
457,mprecrat3,predicted,0.22694342041825,Prec (Log-normal),univariate
458,mprecrat3,peffect,0.7026026249703206,Prec (Log-normal),univariate
458,mprecrat3,predicted,0.227392927451989,Prec (Log-normal),univariate
459,mprecrat3,peffect,0.7039873513652459,Prec (Log-normal),univariate
459,mprecrat3,predicted,0.22784108545406795,Prec (Log-normal),univariate
460,mprecrat3,peffect,0.7053679126660078,Prec (Log-normal),univariate
460,mprecrat3,predicted,0.22828789544957634,Prec (Log-normal),univariate
461,mprecrat3,peffect,0.7067443121069067,Prec (Log-normal),univariate
461,mprecrat3,predicted,0.2287333584852752,Prec (Log-normal),univariate
462,mprecrat3,peffect,0.708116552988339,Prec (Log-normal),univariate
462,mprecrat3,predicted,0.22917747562931715,Prec (Log-normal),univariate
463,mprecrat3,peffect,0.7094846386759396,Prec (Log-normal),univariate
463,mprecrat3,predicted,0.22962024797096872,Prec (Log-normal),univariate
464,mprecrat3,peffect,0.7108485725997343,Prec (Log-normal),univariate
464,mprecrat3,predicted,0.2300616766203363,Prec (Log-normal),univariate
465,mprecrat3,peffect,0.712208358253299,Prec (Log-normal),univariate
465,mprecrat3,predicted,0.23050176270809372,Prec (Log-normal),univariate
466,mprecrat3,peffect,0.7135639991929286,Prec (Log-normal),univariate
466,mprecrat3,predicted,0.23094050738521354,Prec (Log-normal),univariate
467,mprecrat3,peffect,0.7149154990368137,Prec (Log-normal),univariate
467,mprecrat3,predicted,0.23137791182270043,Prec (Log-normal),univariate
468,mprecrat3,peffect,0.716262861464226,Prec (Log-normal),univariate
468,mprecrat3,predicted,0.23181397721132752,Prec (Log-normal),univariate
469,mprecrat3,peffect,0.7176060902147114,Prec (Log-normal),univariate
469,mprecrat3,predicted,0.2322487047613754,Prec (Log-normal),univariate
470,mprecrat3,peffect,0.7189451890872914,Prec (Log-normal),univariate
470,mprecrat3,predicted,0.2326820957023735,Prec (Log-normal),univariate
471,mprecrat3,peffect,0.7202801619396724,Prec (Log-normal),univariate
471,mprecrat3,predicted,0.23311415128284427,Prec (Log-normal),univariate
472,mprecrat3,peffect,0.7216110126874631,Prec (Log-normal),univariate
472,mprecrat3,predicted,0.2335448727700499,Prec (Log-normal),univariate
473,mprecrat3,peffect,0.7229377453034005,Prec (Log-normal),univariate
473,mprecrat3,predicted,0.23397426144974176,Prec (Log-normal),univariate
474,mprecrat3,peffect,0.7242603638165819,Prec (Log-normal),univariate
474,mprecrat3,predicted,0.2344023186259119,Prec (Log-normal),univariate
475,mprecrat3,peffect,0.7255788723117066,Prec (Log-normal),univariate
475,mprecrat3,predicted,0.23482904562054757,Prec (Log-normal),univariate
476,mprecrat3,peffect,0.7268932749283237,Prec (Log-normal),univariate
476,mprecrat3,predicted,0.23525444377338786,Prec (Log-normal),univariate
477,mprecrat3,peffect,0.7282035758600884,Prec (Log-normal),univariate
477,mprecrat3,predicted,0.23567851444168297,Prec (Log-normal),univariate
478,mprecrat3,peffect,0.7295097793540263,Prec (Log-normal),univariate
478,mprecrat3,predicted,0.236101258999956,Prec (Log-normal),univariate
479,mprecrat3,peffect,0.730811889709803,Prec (Log-normal),univariate
479,mprecrat3,predicted,0.23652267883976677,Prec (Log-normal),univariate
480,mprecrat3,peffect,0.7321099112790037,Prec (Log-normal),univariate
480,mprecrat3,predicted,0.23694277536947847,Prec (Log-normal),univariate
481,mprecrat3,peffect,0.7334038484644181,Prec (Log-normal),univariate
481,mprecrat3,predicted,0.23736155001402637,Prec (Log-normal),univariate
482,mprecrat3,peffect,0.734693705719334,Prec (Log-normal),univariate
482,mprecrat3,predicted,0.2377790042146891,Prec (Log-normal),univariate
483,mprecrat3,peffect,0.7359794875468368,Prec (Log-normal),univariate
483,mprecrat3,predicted,0.23819513942886195,Prec (Log-normal),univariate
484,mprecrat3,peffect,0.7372611984991171,Prec (Log-normal),univariate
484,mprecrat3,predicted,0.23860995712983282,Prec (Log-normal),univariate
485,mprecrat3,peffect,0.7385388431767845,Prec (Log-normal),univariate
485,mprecrat3,predicted,0.23902345880656015,Prec (Log-normal),univariate
486,mprecrat3,peffect,0.7398124262281893,Prec (Log-normal),univariate
486,mprecrat3,predicted,0.2394356459634533,Prec (Log-normal),univariate
487,mprecrat3,peffect,0.74108195234875,Prec (Log-normal),univariate
487,mprecrat3,predicted,0.23984652012015495,Prec (Log-normal),univariate
488,mprecrat3,peffect,0.7423474262802883,Prec (Log-normal),univariate
488,mprecrat3,predicted,0.24025608281132596,Prec (Log-normal),univariate
489,mprecrat3,peffect,0.7436088528103711,Prec (Log-normal),univariate
489,mprecrat3,predicted,0.24066433558643233,Prec (Log-normal),univariate
490,mprecrat3,peffect,0.7448662367716586,Prec (Log-normal),univariate
490,mprecrat3,predicted,0.24107128000953412,Prec (Log-normal),univariate
491,mprecrat3,peffect,0.7461195830412594,Prec (Log-normal),univariate
491,mprecrat3,predicted,0.2414769176590769,Prec (Log-normal),univariate
492,mprecrat3,peffect,0.7473688965400914,Prec (Log-normal),univariate
492,mprecrat3,predicted,0.24188125012768488,Prec (Log-normal),univariate
493,mprecrat3,peffect,0.7486141822322508,Prec (Log-normal),univariate
493,mprecrat3,predicted,0.24228427902195662,Prec (Log-normal),univariate
494,mprecrat3,peffect,0.7498554451243864,Prec (Log-normal),univariate
494,mprecrat3,predicted,0.24268600596226253,Prec (Log-normal),univariate
495,mprecrat3,peffect,0.7510926902650796,Prec (Log-normal),univariate
495,mprecrat3,predicted,0.2430864325825443,Prec (Log-normal),univariate
496,mprecrat3,peffect,0.7523259227442328,Prec (Log-normal),univariate
496,mprecrat3,predicted,0.2434855605301169,Prec (Log-normal),univariate
497,mprecrat3,peffect,0.7535551476924622,Prec (Log-normal),univariate
497,mprecrat3,predicted,0.24388339146547203,Prec (Log-normal),univariate
498,mprecrat3,peffect,0.7547803702804974,Prec (Log-normal),univariate
498,mprecrat3,predicted,0.24427992706208382,Prec (Log-normal),univariate
499,mprecrat3,peffect,0.7560015957185875,Prec (Log-normal),univariate
499,mprecrat3,predicted,0.24467516900621672,Prec (Log-normal),univariate
500,mprecrat3,peffect,0.757218829255913,Prec (Log-normal),univariate
500,mprecrat3,predicted,0.245069118996735,Prec (Log-normal),univariate
501,mprecrat3,peffect,0.7584320761800032,Prec (Log-normal),univariate
501,mprecrat3,predicted,0.24546177874491434,Prec (Log-normal),univariate
502,mprecrat3,peffect,0.759641341816161,Prec (Log-normal),univariate
502,mprecrat3,predicted,0.2458531499742556,Prec (Log-normal),univariate
503,mprecrat3,peffect,0.760846631526892,Prec (Log-normal),univariate
503,mprecrat3,predicted,0.2462432344203,Prec (Log-normal),univariate
504,mprecrat3,peffect,0.76204795071134,Prec (Log-normal),univariate
504,mprecrat3,predicted,0.24663203383044652,Prec (Log-normal),univariate
505,mprecrat3,peffect,0.763245304804729,Prec (Log-normal),univariate
505,mprecrat3,predicted,0.2470195499637713,Prec (Log-normal),univariate
506,mprecrat3,peffect,0.7644386992778102,Prec (Log-normal),univariate
506,mprecrat3,predicted,0.2474057845908486,Prec (Log-normal),univariate
507,mprecrat3,peffect,0.7656281396363144,Prec (Log-normal),univariate
507,mprecrat3,predicted,0.24779073949357366,Prec (Log-normal),univariate
508,mprecrat3,peffect,0.7668136314204114,Prec (Log-normal),univariate
508,mprecrat3,predicted,0.2481744164649876,Prec (Log-normal),univariate
509,mprecrat3,peffect,0.7679951802041733,Prec (Log-normal),univariate
509,mprecrat3,predicted,0.2485568173091039,Prec (Log-normal),univariate
510,mprecrat3,peffect,0.7691727915950444,Prec (Log-normal),univariate
510,mprecrat3,predicted,0.2489379438407366,Prec (Log-normal),univariate
511,mprecrat3,peffect,0.770346471233316,Prec (Log-normal),univariate
511,mprecrat3,predicted,0.24931779788533065,Prec (Log-normal),univariate
512,mprecrat3,peffect,0.7715162247916078,Prec (Log-normal),univariate
512,mprecrat3,predicted,0.24969638127879376,Prec (Log-normal),univariate
513,mprecrat3,peffect,0.7726820579743521,Prec (Log-normal),univariate
513,mprecrat3,predicted,0.25007369586732964,Prec (Log-normal),univariate
514,mprecrat3,peffect,0.7738439765172868,Prec (Log-normal),univariate
514,mprecrat3,predicted,0.2504497435072738,Prec (Log-normal),univariate
515,mprecrat3,peffect,0.7750019861869506,Prec (Log-normal),univariate
515,mprecrat3,predicted,0.25082452606493033,Prec (Log-normal),univariate
516,mprecrat3,peffect,0.7761560927801847,Prec (Log-normal),univariate
516,mprecrat3,predicted,0.25119804541641044,Prec (Log-normal),univariate
517,mprecrat3,peffect,0.7773063021236406,Prec (Log-normal),univariate
517,mprecrat3,predicted,0.25157030344747333,Prec (Log-normal),univariate
518,mprecrat3,peffect,0.778452620073291,Prec (Log-normal),univariate
518,mprecrat3,predicted,0.2519413020533678,Prec (Log-normal),univariate
519,mprecrat3,peffect,0.779595052513947,Prec (Log-normal),univariate
519,mprecrat3,predicted,0.2523110431386759,Prec (Log-normal),univariate
520,mprecrat3,peffect,0.7807336053587803,Prec (Log-normal),univariate
520,mprecrat3,predicted,0.2526795286171587,Prec (Log-normal),univariate
521,mprecrat3,peffect,0.7818682845488499,Prec (Log-normal),univariate
521,mprecrat3,predicted,0.2530467604116025,Prec (Log-normal),univariate
522,mprecrat3,peffect,0.7829990960526347,Prec (Log-normal),univariate
522,mprecrat3,predicted,0.2534127404536681,Prec (Log-normal),univariate
523,mprecrat3,peffect,0.7841260458655691,Prec (Log-normal),univariate
523,mprecrat3,predicted,0.25377747068374007,Prec (Log-normal),univariate
524,mprecrat3,peffect,0.7852491400095853,Prec (Log-normal),univariate
524,mprecrat3,predicted,0.2541409530507791,Prec (Log-normal),univariate
525,mprecrat3,peffect,0.7863683845326599,Prec (Log-normal),univariate
525,mprecrat3,predicted,0.2545031895121747,Prec (Log-normal),univariate
526,mprecrat3,peffect,0.7874837855083641,Prec (Log-normal),univariate
526,mprecrat3,predicted,0.2548641820336002,Prec (Log-normal),univariate
527,mprecrat3,peffect,0.7885953490354201,Prec (Log-normal),univariate
527,mprecrat3,predicted,0.2552239325888686,Prec (Log-normal),univariate
528,mprecrat3,peffect,0.7897030812372617,Prec (Log-normal),univariate
528,mprecrat3,predicted,0.2555824431597909,Prec (Log-normal),univariate
529,mprecrat3,peffect,0.7908069882615986,Prec (Log-normal),univariate
529,mprecrat3,predicted,0.25593971573603463,Prec (Log-normal),univariate
530,mprecrat3,peffect,0.7919070762799865,Prec (Log-normal),univariate
530,mprecrat3,predicted,0.25629575231498514,Prec (Log-normal),univariate
531,mprecrat3,peffect,0.7930033514874011,Prec (Log-normal),univariate
531,mprecrat3,predicted,0.2566505549016074,Prec (Log-normal),univariate
532,mprecrat3,peffect,0.7940958201018162,Prec (Log-normal),univariate
532,mprecrat3,predicted,0.25700412550830953,Prec (Log-normal),univariate
533,mprecrat3,peffect,0.7951844883637874,Prec (Log-normal),univariate
533,mprecrat3,predicted,0.25735646615480817,Prec (Log-normal),univariate
534,mprecrat3,peffect,0.7962693625360386,Prec (Log-normal),univariate
534,mprecrat3,predicted,0.25770757886799467,Prec (Log-normal),univariate
535,mprecrat3,peffect,0.7973504489030546,Prec (Log-normal),univariate
535,mprecrat3,predicted,0.25805746568180293,Prec (Log-normal),univariate
536,mprecrat3,peffect,0.7984277537706759,Prec (Log-normal),univariate
536,mprecrat3,predicted,0.25840612863707874,Prec (Log-normal),univariate
537,mprecrat3,peffect,0.7995012834656998,Prec (Log-normal),univariate
537,mprecrat3,predicted,0.25875356978145025,Prec (Log-normal),univariate
538,mprecrat3,peffect,0.8005710443354846,Prec (Log-normal),univariate
538,mprecrat3,predicted,0.2590997911692002,Prec (Log-normal),univariate
539,mprecrat3,peffect,0.8016370427475581,Prec (Log-normal),univariate
539,mprecrat3,predicted,0.25944479486113886,Prec (Log-normal),univariate
540,mprecrat3,peffect,0.8026992850892303,Prec (Log-normal),univariate
540,mprecrat3,predicted,0.25978858292447904,Prec (Log-normal),univariate
541,mprecrat3,peffect,0.8037577777672105,Prec (Log-normal),univariate
541,mprecrat3,predicted,0.26013115743271203,Prec (Log-normal),univariate
542,mprecrat3,peffect,0.8048125272072271,Prec (Log-normal),univariate
542,mprecrat3,predicted,0.2604725204654844,Prec (Log-normal),univariate
543,mprecrat3,peffect,0.8058635398536543,Prec (Log-normal),univariate
543,mprecrat3,predicted,0.2608126741084775,Prec (Log-normal),univariate
544,mprecrat3,peffect,0.8069108221691397,Prec (Log-normal),univariate
544,mprecrat3,predicted,0.26115162045328655,Prec (Log-normal),univariate
545,mprecrat3,peffect,0.807954380634237,Prec (Log-normal),univariate
545,mprecrat3,predicted,0.261489361597302,Prec (Log-normal),univariate
546,mprecrat3,peffect,0.8089942217470429,Prec (Log-normal),univariate
546,mprecrat3,predicted,0.26182589964359226,Prec (Log-normal),univariate
547,mprecrat3,peffect,0.8100303520228384,Prec (Log-normal),univariate
547,mprecrat3,predicted,0.26216123670078684,Prec (Log-normal),univariate
548,mprecrat3,peffect,0.8110627779937316,Prec (Log-normal),univariate
548,mprecrat3,predicted,0.26249537488296176,Prec (Log-normal),univariate
549,mprecrat3,peffect,0.8120915062083074,Prec (Log-normal),univariate
549,mprecrat3,predicted,0.2628283163095252,Prec (Log-normal),univariate
550,mprecrat3,peffect,0.8131165432312785,Prec (Log-normal),univariate
550,mprecrat3,predicted,0.26316006310510526,Prec (Log-normal),univariate
551,mprecrat3,peffect,0.8141378956431412,Prec (Log-normal),univariate
551,mprecrat3,predicted,0.26349061739943835,Prec (Log-normal),univariate
552,mprecrat3,peffect,0.8151555700398345,Prec (Log-normal),univariate
552,mprecrat3,predicted,0.2638199813272586,Prec (Log-normal),univariate
553,mprecrat3,peffect,0.8161695730324033,Prec (Log-normal),univariate
553,mprecrat3,predicted,0.26414815702818917,Prec (Log-normal),univariate
554,mprecrat3,peffect,0.8171799112466652,Prec (Log-normal),univariate
554,mprecrat3,predicted,0.26447514664663435,Prec (Log-normal),univariate
555,mprecrat3,peffect,0.8181865913228794,Prec (Log-normal),univariate
555,mprecrat3,predicted,0.2648009523316723,Prec (Log-normal),univariate
556,mprecrat3,peffect,0.8191896199154217,Prec (Log-normal),univariate
556,mprecrat3,predicted,0.26512557623695004,Prec (Log-normal),univariate
557,mprecrat3,peffect,0.8201890036924612,Prec (Log-normal),univariate
557,mprecrat3,predicted,0.2654490205205785,Prec (Log-normal),univariate
558,mprecrat3,peffect,0.8211847493356398,Prec (Log-normal),univariate
558,mprecrat3,predicted,0.26577128734502925,Prec (Log-normal),univariate
559,mprecrat3,peffect,0.822176863539758,Prec (Log-normal),univariate
559,mprecrat3,predicted,0.2660923788770324,Prec (Log-normal),univariate
560,mprecrat3,peffect,0.8231653530124615,Prec (Log-normal),univariate
560,mprecrat3,predicted,0.26641229728747534,Prec (Log-normal),univariate
561,mprecrat3,peffect,0.8241502244739314,Prec (Log-normal),univariate
561,mprecrat3,predicted,0.26673104475130244,Prec (Log-normal),univariate
562,mprecrat3,peffect,0.825131484656579,Prec (Log-normal),univariate
562,mprecrat3,predicted,0.26704862344741637,Prec (Log-normal),univariate
563,mprecrat3,peffect,0.8261091403047437,Prec (Log-normal),univariate
563,mprecrat3,predicted,0.26736503555858027,Prec (Log-normal),univariate
564,mprecrat3,peffect,0.8270831981743922,Prec (Log-normal),univariate
564,mprecrat3,predicted,0.26768028327132026,Prec (Log-normal),univariate
565,mprecrat3,peffect,0.828053665032824,Prec (Log-normal),univariate
565,mprecrat3,predicted,0.2679943687758304,Prec (Log-normal),univariate
566,mprecrat3,peffect,0.8290205476583774,Prec (Log-normal),univariate
566,mprecrat3,predicted,0.26830729426587724,Prec (Log-normal),univariate
567,mprecrat3,peffect,0.8299838528401409,Prec (Log-normal),univariate
567,mprecrat3,predicted,0.2686190619387067,Prec (Log-normal),univariate
568,mprecrat3,peffect,0.8309435873776652,Prec (Log-normal),univariate
568,mprecrat3,predicted,0.26892967399495066,Prec (Log-normal),univariate
569,mprecrat3,peffect,0.8318997580806813,Prec (Log-normal),univariate
569,mprecrat3,predicted,0.26923913263853577,Prec (Log-normal),univariate
570,mprecrat3,peffect,0.8328523717688193,Prec (Log-normal),univariate
570,mprecrat3,predicted,0.26954744007659254,Prec (Log-normal),univariate
571,mprecrat3,peffect,0.833801435271331,Prec (Log-normal),univariate
571,mprecrat3,predicted,0.26985459851936533,Prec (Log-normal),univariate
572,mprecrat3,peffect,0.8347469554268161,Prec (Log-normal),univariate
572,mprecrat3,predicted,0.27016061018012405,Prec (Log-normal),univariate
573,mprecrat3,peffect,0.8356889390829509,Prec (Log-normal),univariate
573,mprecrat3,predicted,0.2704654772750762,Prec (Log-normal),univariate
574,mprecrat3,peffect,0.8366273930962195,Prec (Log-normal),univariate
574,mprecrat3,predicted,0.27076920202327964,Prec (Log-normal),univariate
575,mprecrat3,peffect,0.837562324331649,Prec (Log-normal),univariate
575,mprecrat3,predicted,0.27107178664655746,Prec (Log-normal),univariate
576,mprecrat3,peffect,0.8384937396625468,Prec (Log-normal),univariate
576,mprecrat3,predicted,0.27137323336941227,Prec (Log-normal),univariate
577,mprecrat3,peffect,0.8394216459702407,Prec (Log-normal),univariate
577,mprecrat3,predicted,0.2716735444189427,Prec (Log-normal),univariate
578,mprecrat3,peffect,0.840346050143823,Prec (Log-normal),univariate
578,mprecrat3,predicted,0.27197272202476025,Prec (Log-normal),univariate
579,mprecrat3,peffect,0.8412669590798957,Prec (Log-normal),univariate
579,mprecrat3,predicted,0.27227076841890674,Prec (Log-normal),univariate
580,mprecrat3,peffect,0.8421843796823201,Prec (Log-normal),univariate
580,mprecrat3,predicted,0.27256768583577357,Prec (Log-normal),univariate
581,mprecrat3,peffect,0.8430983188619677,Prec (Log-normal),univariate
581,mprecrat3,predicted,0.2728634765120209,Prec (Log-normal),univariate
582,mprecrat3,peffect,0.8440087835364756,Prec (Log-normal),univariate
582,mprecrat3,predicted,0.2731581426864986,Prec (Log-normal),univariate
583,mprecrat3,peffect,0.8449157806300026,Prec (Log-normal),univariate
583,mprecrat3,predicted,0.2734516866001671,Prec (Log-normal),univariate
584,mprecrat3,peffect,0.8458193170729896,Prec (Log-normal),univariate
584,mprecrat3,predicted,0.2737441104960201,Prec (Log-normal),univariate
585,mprecrat3,peffect,0.8467193998019222,Prec (Log-normal),univariate
585,mprecrat3,predicted,0.27403541661900765,Prec (Log-normal),univariate
586,mprecrat3,peffect,0.8476160357590954,Prec (Log-normal),univariate
586,mprecrat3,predicted,0.27432560721595983,Prec (Log-normal),univariate
587,mprecrat3,peffect,0.8485092318923814,Prec (Log-normal),univariate
587,mprecrat3,predicted,0.2746146845355119,Prec (Log-normal),univariate
588,mprecrat3,peffect,0.8493989951550001,Prec (Log-normal),univariate
588,mprecrat3,predicted,0.2749026508280299,Prec (Log-normal),univariate
589,mprecrat3,peffect,0.8502853325052917,Prec (Log-normal),univariate
589,mprecrat3,predicted,0.27518950834553685,Prec (Log-normal),univariate
590,mprecrat3,peffect,0.8511682509064927,Prec (Log-normal),univariate
590,mprecrat3,predicted,0.2754752593416405,Prec (Log-normal),univariate
591,mprecrat3,peffect,0.85204775732651294,Prec (Log-normal),univariate
591,mprecrat3,predicted,0.2757599060714612,Prec (Log-normal),univariate
592,mprecrat3,peffect,0.8529238587377168,Prec (Log-normal),univariate
592,mprecrat3,predicted,0.27604345079156084,Prec (Log-normal),univariate
593,mprecrat3,peffect,0.8537965621167054,Prec (Log-normal),univariate
593,mprecrat3,predicted,0.27632589575987254,Prec (Log-normal),univariate
594,mprecrat3,peffect,0.8546658744441024,Prec (Log-normal),univariate
594,mprecrat3,predicted,0.2766072432356313,Prec (Log-normal),univariate
595,mprecrat3,peffect,0.8555318027043415,Prec (Log-normal),univariate
595,mprecrat3,predicted,0.2768874954793053,Prec (Log-normal),univariate
596,mprecrat3,peffect,0.8563943538854569,Prec (Log-normal),univariate
596,mprecrat3,predicted,0.27716665475252794,Prec (Log-normal),univariate
597,mprecrat3,peffect,0.8572535349788749,Prec (Log-normal),univariate
597,mprecrat3,predicted,0.27744472331803033,Prec (Log-normal),univariate
598,mprecrat3,peffect,0.85810935297921,Prec (Log-normal),univariate
598,mprecrat3,predicted,0.2777217034395756,Prec (Log-normal),univariate
599,mprecrat3,peffect,0.8589618148840608,Prec (Log-normal),univariate
599,mprecrat3,predicted,0.27799759738189256,Prec (Log-normal),univariate
600,mprecrat3,peffect,0.8598109276938101,Prec (Log-normal),univariate
600,mprecrat3,predicted,0.2782724074106112,Prec (Log-normal),univariate
601,mprecrat3,peffect,0.8606566984114268,Prec (Log-normal),univariate
601,mprecrat3,predicted,0.2785461357921984,Prec (Log-normal),univariate
602,mprecrat3,peffect,0.8614991340422694,Prec (Log-normal),univariate
602,mprecrat3,predicted,0.27881878479389444,Prec (Log-normal),univariate
603,mprecrat3,peffect,0.8623382415938924,Prec (Log-normal),univariate
603,mprecrat3,predicted,0.2790903566836503,Prec (Log-normal),univariate
604,mprecrat3,peffect,0.8631740280758549,Prec (Log-normal),univariate
604,mprecrat3,predicted,0.27936085373006575,Prec (Log-normal),univariate
605,mprecrat3,peffect,0.8640065004995309,Prec (Log-normal),univariate
605,mprecrat3,predicted,0.27963027820232805,Prec (Log-normal),univariate
606,mprecrat3,peffect,0.864835665877922,Prec (Log-normal),univariate
606,mprecrat3,predicted,0.2798986323701511,Prec (Log-normal),univariate
607,mprecrat3,peffect,0.8656615312254731,Prec (Log-normal),univariate
607,mprecrat3,predicted,0.2801659185037159,Prec (Log-normal),univariate
608,mprecrat3,peffect,0.8664841035578886,Prec (Log-normal),univariate
608,mprecrat3,predicted,0.2804321388736112,Prec (Log-normal),univariate
609,mprecrat3,peffect,0.8673033898919518,Prec (Log-normal),univariate
609,mprecrat3,predicted,0.2806972957507747,Prec (Log-normal),univariate
610,mprecrat3,peffect,0.8681193972453463,Prec (Log-normal),univariate
610,mprecrat3,predicted,0.2809613914064358,Prec (Log-normal),univariate
611,mprecrat3,peffect,0.8689321326364791,Prec (Log-normal),univariate
611,mprecrat3,predicted,0.2812244281120577,Prec (Log-normal),univariate
612,mprecrat3,peffect,0.869741603084306,Prec (Log-normal),univariate
612,mprecrat3,predicted,0.28148640813928155,Prec (Log-normal),univariate
613,mprecrat3,peffect,0.8705478156081595,Prec (Log-normal),univariate
613,mprecrat3,predicted,0.28174733375987004,Prec (Log-normal),univariate
614,mprecrat3,peffect,0.8713507772275769,Prec (Log-normal),univariate
614,mprecrat3,predicted,0.2820072072456525,Prec (Log-normal),univariate
615,mprecrat3,peffect,0.8721504949621333,Prec (Log-normal),univariate
615,mprecrat3,predicted,0.28226603086847013,Prec (Log-normal),univariate
616,mprecrat3,peffect,0.8729469758312733,Prec (Log-normal),univariate
616,mprecrat3,predicted,0.28252380690012235,Prec (Log-normal),univariate
617,mprecrat3,peffect,0.8737402268541477,Prec (Log-normal),univariate
617,mprecrat3,predicted,0.28278053761231303,Prec (Log-normal),univariate
618,mprecrat3,peffect,0.8745302550494495,Prec (Log-normal),univariate
618,mprecrat3,predicted,0.2830362252765982,Prec (Log-normal),univariate
619,mprecrat3,peffect,0.8753170674352538,Prec (Log-normal),univariate
619,mprecrat3,predicted,0.2832908721643338,Prec (Log-normal),univariate
620,mprecrat3,peffect,0.8761006710288588,Prec (Log-normal),univariate
620,mprecrat3,predicted,0.28354448054662423,Prec (Log-normal),univariate
621,mprecrat3,peffect,0.876881072846628,Prec (Log-normal),univariate
