modelo,name_modelo,max_likeli,n_params,aic_cor,aic,R2,slope,RMSE,deltaAIC
mtrat3,Log-normal,-233.8831993340608,3,473.8627842102903,473.7663986681216,0.3955631903740311,1.0106607286216296,0.10509823195160169,0
mtrat1,Gaussian,-233.95931974479336,3,474.0150250317554,473.9186394895867,0.3625041180645022,1.0027808638552322,0.10793409379459945,0.15224082146511364
mtrat6,Logistic_Mod,-233.7331265113736,4,475.62754334532787,475.4662530227472,0.4607397737524568,1.0015046978806441,0.09927025844150224,1.7647591350375933
